url,municipality_url,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,number_of_bedrooms,livable_surface,number_of_bathrooms,number_of_toilets,type_of_heating,number_of_facades,number_of_floors,garden,garden_orientation,terrace,total_land_surface,buildable_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,certification_electrical_installation,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/2440/geel/rbu62389,geel,RBU62389,499 000 €,1 849 €,No,Normal,,1993,4,270 m²,2,,Gas,,2,Yes,,Yes,737 m²,,,,208 kWh/m²/year,20241021-0003406129-RES-1,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4180/hamoir/vbd47163,hamoir,VBD47163,265 000 €,379 €,No,Normal,,,3,120 m²,1,,Electricity,,,Yes,,Yes,410 m²,,,,492 kWh/m²/year,20250726004104,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6637/fauvillers/vbd47164,fauvillers,VBD47164,475 000 €,889 €,No,Normal,,1996,3,258 m²,2,,Fuel oil,,,Yes,,Yes,1089 m²,,,,208 kWh/m²/year,20170407001403,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1785/merchtem/rbu62393,merchtem,RBU62393,775 000 €,1 663 €,No,To be renovated,No,1968,4,337 m²,1,2,Fuel oil,4,2,Yes,,Yes,646 m²,142 m²,,,307 kWh/m²/year,2413740,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1770/liedekerke/rbu62385,liedekerke,RBU62385,360 000 €,456 €,No,Normal,,1948,3,160 m²,1,2,Gas,3,2,Yes,,Yes,182 m²,,Yes,Yes,131 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbu62394,turnhout,RBU62394,329 500 €,,No,Normal,No,2020,3,122 m²,1,2,Not specified,2,,Yes,,No,132 m²,,,,,13040-G-2014_13423/EP07924/A005/D01/SD003,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbd47179,anderlecht,VBD47179,449 500 €,1 232 €,No,Normal,No,1905,3,216 m²,1,2,Gas,2,,Yes,,Yes,209 m²,216 m²,Yes,Yes,493 kWh/m²/year,20240924-0000691195-01-9,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd47183,aublain,VBD47183,444 000 €,,No,,No,2010,3,143 m²,,1,Not specified,,,Yes,,Yes,3700 m²,143 m²,,,88 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/bungalow/for-sale/4540/amay/vbd47184,amay,VBD47184,235 000 €,599 €,No,Excellent,No,,2,91 m²,1,,Electricity,4,,Yes,,Yes,415 m²,,,,0 kWh/m²/year,20231018020550,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9400/ninove/rbu62402,ninove,RBU62402,325 000 €,686 €,No,Normal,No,1999,2,180 m²,1,2,Gas,,,Yes,,Yes,150 m²,71 m²,Yes,Yes,125 kWh/m²/year,20200820-0000391898-RES-1,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu62403,waregem,RBU62403,2 500 000 €,2 804 €,No,Normal,,1994,3,600 m²,3,4,Gas,4,1,Yes,,Yes,1617 m²,,,,192 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4540/amay/vbd47195,amay,VBD47195,79 000 €,,No,To be renovated,No,1900,1,83 m²,1,1,,,1,No,,Yes,70 m²,55 m²,,Yes,478 kWh/m²/year,20160916007603,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1730/asse/rbu62395,asse,RBU62395,545 000 €,1 237 €,No,Normal,No,2006,4,174 m²,1,2,Gas,3,1,Yes,,Yes,405 m²,99 m²,Yes,Yes,131 kWh/m²/year,3663133,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4101/jemeppe/vwd15510,jemeppe,VWD15510,285 000 €,,No,Normal,,,2,1 m²,1,,Gas,2,,Yes,,Yes,,,,,,,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8940/wervik/rwc41152,wervik,RWC41152,425 000 €,885 €,No,Fully renovated,No,,4,382 m²,1,,Not specified,2,,Yes,,Yes,348 m²,,Yes,Yes,113 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbd47204,schaarbeek,VBD47204,1 950 000 €,3 543 €,No,Excellent,No,1923,7,564 m²,4,6,Gas,2,,Yes,,Yes,870 m²,,Yes,Yes,267 kWh/m²/year,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2221/booischot/rbu62409,booischot,RBU62409,368 000 €,,,New,,,3,,1,,,2,,Yes,,Yes,220 m²,,,Yes,,,,,,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2221/booischot/rbu62408,booischot,RBU62408,368 000 €,,,New,,,3,,1,,,2,,Yes,,Yes,220 m²,,,Yes,,,,,,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbu62410,erpe-mere,RBU62410,885 000 €,,No,Excellent,,2018,4,400 m²,3,4,Gas,3,4,Yes,,Yes,1167 m²,,Yes,Yes,97 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/1785/merchtem/rbu62411,merchtem,RBU62411,989 000 €,2 022 €,No,Normal,,1899,5,222 m²,2,,Gas,4,,Yes,,Yes,4513 m²,,Yes,Yes,382 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd47221,ukkel,VBD47221,1 650 000 €,5 146 €,No,Normal,,1950,5,350 m²,4,3,Gas,4,2,Yes,,Yes,768 m²,,Yes,Yes,207 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5575/bourseigne-neuve/vwd15512,bourseigne-neuve,VWD15512,315 000 €,358 €,No,Normal,No,,4,200 m²,1,,Fuel oil,4,,Yes,,Yes,1126 m²,,,,246 kWh/m²/year,20251031032260,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu62414,heusden-zolder,RBU62414,349 000 €,,No,Fully renovated,,1961,3,125 m²,1,2,Gas,4,,Yes,,Yes,450 m²,,Yes,,607 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu62412,beringen,RBU62412,335 000 €,,No,Normal,,1938,4,193 m²,1,2,Gas,4,,Yes,,Yes,1000 m²,,Yes,,244 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9111/belsele/rbu62426,belsele,RBU62426,899 000 €,695 €,No,Normal,,,2,400 m²,1,,Gas,,1,Yes,,Yes,4450 m²,186 m²,,,194 kWh/m²/year,20241008-0003404839-RES-1,Not applicable,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8780/oostrozebeke/rbu62427,oostrozebeke,RBU62427,238 000 €,285 €,No,To be renovated,,1945,3,144 m²,1,,Wood,,,Yes,,Yes,889 m²,,,,1063 kWh/m²/year,20220304-0002554788-RES-1,Not applicable,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2640/mortsel/rbu62435,mortsel,RBU62435,445 000 €,,No,To be renovated,No,1939,2,217 m²,2,,Gas,,2,Yes,,Yes,,,,,240 kWh/m²/year,20240924-0003376501-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4340/othee/vbd47230,othee,VBD47230,200 000 €,770 €,No,,No,,2,,,,,,,Yes,,No,,,,,769 kWh/m²/year,20250923003996,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/8580/avelgem/rbu62440,avelgem,RBU62440,458 000 €,,No,,,2024,3,160 m²,1,2,Not specified,4,,No,,No,608 m²,,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/9920/lovendegem/rbu62436,lovendegem,RBU62436,425 000 €,1 244 €,No,,,1982,3,262 m²,1,2,Electricity,4,,Yes,,,610 m²,,Yes,Yes,421 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/9550/herzele/rbu62442,herzele,RBU62442,689 000 €,1 501 €,No,Excellent,No,,4,300 m²,2,2,Wood,,,Yes,,Yes,,847 m²,No,Yes,180 kWh/m²/year,20211203-0002501429-RES-1,"yes, certificate in accordance","Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1090/jette/rwc41153,jette,RWC41153,520 000 €,880 €,No,Fully renovated,No,1928,4,150 m²,3,,Gas,2,,Yes,North-west,,100 m²,,Yes,Yes,149 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/master-house/for-sale/9600/ronse/rbu62444,ronse,RBU62444,350 000 €,,No,To be renovated,No,,7,420 m²,2,3,Gas,2,3,Yes,,Yes,706 m²,,,,491 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd47233,ukkel,VBD47233,3 050 000 €,,No,Excellent,No,1953,4,530 m²,5,,Hot air,4,2,Yes,,Yes,1100 m²,,,Yes,116 kWh/m²/year,20250703‐0000720445‐01‐8,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/6183/trazegnies/vbd47234,trazegnies,VBD47234,119 000 €,,No,Normal,No,,1,,1,2,Gas,,,Yes,,No,,,,Yes,230 kWh/m²/year,20250928002454,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1600/oudenaken/rbu62445,oudenaken,RBU62445,349 000 €,,No,To be renovated,No,1966,3,150 m²,1,1,Gas,2,3,Yes,,No,,,,Yes,323 kWh/m²/year,20241120-0003329045-RES-1,"No, certificate does not comply",Area info not available,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2620/hemiksem/rbu62446,hemiksem,RBU62446,495 000 €,,,,,2025,5,186 m²,1,2,,2,2,Yes,,Yes,192 m²,,,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/9100/sint-niklaas/rbu62456,sint-niklaas,RBU62456,1 122 000 €,,,New,No,2025,6,266 m²,4,4,,2,,No,,Yes,397 m²,,,,,,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1070/anderlecht/vbd47237,anderlecht,VBD47237,775 000 €,,No,To be renovated,,1880,5,400 m²,3,3,Gas,4,,Yes,,Yes,1857 m²,,,,920 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbd47248,lasne,VBD47248,695 000 €,,No,To renovate,No,1950,4,220 m²,1,2,Fuel oil,4,1,Yes,,Yes,2000 m²,,,Yes,241 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/1180/ukkel/vbd47242,ukkel,VBD47242,2 500 000 €,7 491 €,No,To be renovated,Yes,1955,13,644 m²,6,6,Fuel oil,2,5,No,,Yes,570 m²,,Yes,Yes,580 kWh/m²/year,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1060/sint-gillis/vbd47254,sint-gillis,VBD47254,695 000 €,1 232 €,No,To be renovated,No,1896,4,186 m²,2,2,Fuel oil,2,2,Yes,,Yes,220 m²,,Yes,Yes,438 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1190/vorst/vbd47261,vorst,VBD47261,459 000 €,1 058 €,No,Excellent,,1935,4,135 m²,1,1,Gas,2,3,Yes,,Yes,80 m²,,Yes,Yes,337 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,a demarcated riparian zone
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd47255,sint-pieters-woluwe,VBD47255,450 000 €,1 125 €,No,To be renovated,No,1908,3,125 m²,1,2,Gas,2,3,Yes,,Yes,235 m²,,Yes,Yes,377 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/master-house/for-sale/2800/mechelen/rbu62459,mechelen,RBU62459,775 000 €,1 133 €,No,,No,1851,5,347 m²,1,2,Gas,3,5,Yes,,Yes,444 m²,,Yes,Yes,661 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1620/drogenbos/vbd47263,drogenbos,VBD47263,459 000 €,1 058 €,No,Excellent,,1935,4,135 m²,1,1,Gas,2,3,Yes,,Yes,80 m²,,Yes,Yes,337 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,a demarcated riparian zone
https://immovlan.be/en/detail/residence/for-sale/6920/sohier/vbd47293,sohier,VBD47293,290 000 €,733 €,No,Excellent,,1980,3,153 m²,1,1,Fuel oil,4,1,Yes,,Yes,1480 m²,,,Yes,322 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/7700/mouscron/vbd47296,mouscron,VBD47296,275 000 €,1 088 €,No,Normal,No,,3,83 m²,1,1,Gas,4,1,Yes,,Yes,536 m²,,Yes,Yes,205 kWh/m²/year,20230706004241,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbd47294,herstal,VBD47294,169 900 €,,No,,No,1918,3,97 m²,1,1,Gas,2,,No,,Yes,60 m²,,Yes,Yes,327 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd47295,grace-hollogne,VBD47295,379 000 €,,No,Normal,,1850,4,287 m²,1,2,Hot air,4,,Yes,,Yes,1512 m²,,,Yes,255 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47297,mouscron,VBD47297,160 000 €,513 €,No,To be renovated,No,,3,127 m²,1,1,,2,,Yes,,Yes,375 m²,100 m²,Yes,Yes,701 kWh/m²/year,20250806002892,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/1440/braine-le-chateau/vwd15514,braine-le-chateau,VWD15514,995 000 €,2 350 €,No,Excellent,No,2012,6,300 m²,2,,Not specified,4,,Yes,South-east,Yes,1448 m²,,,Yes,24 kWh/m²/year,20250527026232,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9400/ninove/rbu62466,ninove,RBU62466,475 000 €,,No,,,,4,215 m²,2,2,,2,,Yes,,Yes,291 m²,,Yes,Yes,50 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbd47306,dottignies,VBD47306,278 000 €,383 €,No,,No,,4,133 m²,1,2,Gas,3,,Yes,,Yes,140 m²,,,,207 kWh/m²/year,20250711008506,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47305,mouscron,VBD47305,179 000 €,418 €,No,,No,,2,128 m²,,1,,2,,No,,Yes,128 m²,,,,419 kWh/m²/year,20221020022908,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4460/grace-hollogne/vbd47308,grace-hollogne,VBD47308,249 000 €,,No,Normal,No,1950,3,165 m²,,2,Gas,,,Yes,,Yes,,,,,254 kWh/m²/year,20240630013532,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1840/londerzeel/rbu62471,londerzeel,RBU62471,295 000 €,622 €,No,Normal,No,1963,3,115 m²,1,,Fuel oil,3,2,Yes,,Yes,346 m²,,,,603 kWh/m²/year,20251002-0003700292-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6180/courcelles/vbd47314,courcelles,VBD47314,60 000 €,356 €,No,To be renovated,No,1875,2,100 m²,1,,Gas,2,,Yes,,No,135 m²,,,,528 kWh/m²/year,20250801009263,,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7700/mouscron/vbd47316,mouscron,VBD47316,229 000 €,1 780 €,No,To be renovated,,,4,399 m²,1,,,2,,No,,No,265 m²,,,,442 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbu62472,herzele,RBU62472,243 000 €,570 €,No,Normal,No,,3,218 m²,1,3,,,,Yes,,Yes,,380 m²,No,Yes,682 kWh/m²/year,20251022-0003716246-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbd47318,nivelles,VBD47318,1 295 000 €,834 €,No,Excellent,No,,2,152 m²,1,3,Fuel oil,4,1,Yes,,Yes,5548 m²,,,Yes,30 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,a demarcated flooding area
https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbd47323,braine-le-chateau,VBD47323,995 000 €,2 350 €,No,Excellent,No,2012,6,300 m²,2,3,Hot air,4,2,Yes,East,Yes,1448 m²,,,Yes,34 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd47324,braine-l-alleud,VBD47324,949 000 €,2 303 €,No,Excellent,No,2020,4,235 m²,3,4,Gas,4,2,Yes,East,Yes,1190 m²,,Yes,Yes,70 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/1500/halle/rbu62475,halle,RBU62475,189 000 €,966 €,No,To be renovated,No,1875,,96 m²,,,Hot air,2,2,No,,Yes,56 m²,,,Yes,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbd47325,braine-le-chateau,VBD47325,949 000 €,2 303 €,No,Excellent,No,2020,4,235 m²,3,4,Gas,4,2,Yes,East,Yes,1190 m²,,Yes,Yes,70 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/9400/ninove/rbu62476,ninove,RBU62476,410 000 €,1 262 €,No,To renovate,,1969,3,166 m²,1,,Fuel oil,3,,Yes,,Yes,370 m²,,,,227 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9400/ninove/rbu62477,ninove,RBU62477,410 000 €,1 262 €,No,To renovate,,1969,3,166 m²,1,,Fuel oil,3,,Yes,,Yes,370 m²,,,,227 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2930/brasschaat/rbu62480,brasschaat,RBU62480,475 000 €,1 163 €,No,Normal,No,2015,4,166 m²,2,3,Gas,2,,Yes,,Yes,,,,,138 kWh/m²/year,3630020-RES-1,Not applicable,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu42517,brugge,RBU42517,279 000 €,188 €,No,Normal,No,,2,72 m²,1,1,Electricity,2,,No,,Yes,40 m²,,,Yes,732 kWh/m²/year,,"yes, certificate in accordance","Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu33435,brugge,RBU33435,645 000 €,,No,To be renovated,No,1898,8,386 m²,,,,,,Yes,,Yes,160 m²,,,Yes,476 kWh/m²/year,20240826-0003340617-RES-1,No certificate,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-andries/rbu34072,sint-andries,RBU34072,459 000 €,,No,,No,1970,3,160 m²,1,,Gas,3,3,No,,Yes,,,,,701 kWh/m²/year,20240924-0003384440-RES-1,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu23676,brugge,RBU23676,485 000 €,,No,,No,,4,,2,2,Gas,2,,Yes,,Yes,,,,,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/sint-kruis/rbt17865,sint-kruis,RBT17865,460 500 €,,,New,No,2023,3,,1,2,,2,,Yes,North-west,No,454 m²,,Yes,Yes,,,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu23909,brugge,RBU23909,799 000 €,,No,Excellent,No,,3,153 m²,1,3,,,,Yes,East,Yes,110 m²,,Yes,,183 kWh/m²/year,20250506-0003591229-RES-1,"yes, certificate in accordance","Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbt33120,brugge,RBT33120,745 000 €,,No,Excellent,No,,2,,2,2,,2,,No,,Yes,,,Yes,Yes,134 kWh/m²/year,20230801-0002955550-RES-1,"yes, certificate in accordance","Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu07790,sint-michiels,RBU07790,318 000 €,413 €,No,Excellent,No,1932,4,178 m²,1,2,,2,,Yes,South-east,Yes,129 m²,,Yes,Yes,275 kWh/m²/year,20250415-0003578593-RES-1,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu07791,brugge,RBU07791,318 000 €,413 €,No,Excellent,No,1932,4,178 m²,1,2,,2,,Yes,South-east,Yes,129 m²,,Yes,Yes,275 kWh/m²/year,20250415-0003578593-RES-1,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu08050,brugge,RBU08050,899 000 €,,No,,No,2019,4,277 m²,2,2,Gas,2,3,No,,Yes,155 m²,,,,65 kWh/m²/year,31005-G-20161832/EP15030/A001/D01/SD001,,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rbu09237,assebroek,RBU09237,379 000 €,,No,,No,2025,5,,1,2,,2,,Yes,South-west,Yes,151 m²,,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-andries/rbu09877,sint-andries,RBU09877,459 000 €,,No,,No,1970,3,160 m²,,,Not specified,3,,No,,Yes,153 m²,,,,701 kWh/m²/year,20240924-0003384440-RES-1,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rbu09236,assebroek,RBU09236,393 000 €,,No,,No,2025,5,,1,2,,3,,Yes,South-west,Yes,169 m²,,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/sint-kruis/rbu09880,sint-kruis,RBU09880,370 000 €,,No,,No,1969,4,196 m²,1,,Fuel oil,2,,Yes,,No,713 m²,,,,387 kWh/m²/year,20250807-0003660610-RES-1,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8380/lissewege/rbu11137,lissewege,RBU11137,295 000 €,,No,,No,,2,65 m²,,,,,,Yes,South-east,Yes,728 m²,,Yes,Yes,796 kWh/m²/year,20250508-0003595069-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu11685,brugge,RBU11685,,,No,Excellent,No,,4,270 m²,3,,,,,Yes,South-west,Yes,132 m²,,,Yes,112 kWh/m²/year,20250317-0003254154-RES-1,"yes, certificate in accordance","Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu11753,brugge,RBU11753,645 000 €,1 018 €,No,To be renovated,No,,4,336 m²,2,1,Gas,,,No,,No,167 m²,,Yes,Yes,455 kWh/m²/year,20231101-0003029307-RES-1,"No, certificate does not comply","Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu14212,sint-michiels,RBU14212,380 000 €,795 €,No,Excellent,No,1968,3,156 m²,1,1,,2,,Yes,South,Yes,196 m²,42 m²,Yes,Yes,422 kWh/m²/year,0003665905,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu15200,brugge,RBU15200,399 999 €,,No,,No,2018,3,144 m²,2,,,2,,No,,No,,,,,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8380/dudzele/rbu16178,dudzele,RBU16178,329 000 €,,No,,No,,4,226 m²,1,2,Gas,3,3,Yes,,Yes,219 m²,,,,345 kWh/m²/year,20170426-0001955556-1,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu18252,brugge,RBU18252,665 000 €,,No,Fully renovated,,,1,200 m²,,1,,3,,,,No,200 m²,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/8000/brugge/rbu21100,brugge,RBU21100,480 000 €,1 492 €,No,To be renovated,No,1952,4,364 m²,1,3,Fuel oil,3,2,Yes,,Yes,450 m²,,,Yes,936 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rbu20056,assebroek,RBU20056,459 000 €,,No,,No,,4,,,,,2,,Yes,,Yes,170 m²,,,,,,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu21105,sint-michiels,RBU21105,725 000 €,,,New,,2024,4,258 m²,2,2,,3,3,Yes,,Yes,805 m²,,,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu21106,sint-michiels,RBU21106,769 000 €,,,New,,2024,4,286 m²,2,2,,3,3,Yes,,Yes,850 m²,,,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/8200/sint-michiels/rbu21114,sint-michiels,RBU21114,474 800 €,1 482 €,No,Normal,,1993,4,308 m²,,2,Hot air,4,3,Yes,,Yes,458 m²,,Yes,Yes,245 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8200/sint-andries/rbu37100,sint-andries,RBU37100,498 000 €,,No,,No,1920,3,175 m²,1,2,Gas,3,,Yes,,Yes,270 m²,,,,198 kWh/m²/year,20250916-003685215-RES-1,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8310/assebroek/rwc40877,assebroek,RWC40877,565 000 €,1 007 €,No,Normal,No,1951,5,357 m²,1,,Gas,2,,Yes,South-east,Yes,902 m²,,Yes,Yes,275 kWh/m²/year,20250409-0003568856-RES-1,,,no flooding area,(information not available)
