Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building,Url
RBU63067,sint-amandsberg,9040,482500.0,house,residence,standard,3.0,185.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/9040/sint-amandsberg/rbu63067
RBU62330,gent,9000,389000.0,house,residence,standard,4.0,210.0,0,0,0,,38.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbu62330
RBU64191,sint-denijs-westrem,9051,579945.0,house,residence,standard,3.0,180.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/9051/sint-denijs-westrem/rbu64191
RBU64213,gent,9000,898750.0,house,residence,standard,4.0,195.0,0,0,0,,450.0,,0,New,https://immovlan.be/en/detail/residence/for-sale/9000/gent/rbu64213
RBU64639,gentbrugge,9050,375000.0,house,residence,standard,3.0,103.0,0,0,0,,14.0,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu64639
RBU64803,oostakker,9041,449501.0,house,residence,standard,3.0,132.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64803
RBU64350,gentbrugge,9050,399000.0,house,residence,standard,4.0,136.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/9050/gentbrugge/rbu64350
RBU64804,oostakker,9041,421293.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64804
RBU64805,oostakker,9041,421214.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64805
RBU64806,oostakker,9041,421147.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64806
RBU64807,oostakker,9041,449657.0,house,residence,standard,3.0,132.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64807
RBU64808,oostakker,9041,448485.0,house,residence,standard,3.0,133.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64808
RBU64809,oostakker,9041,402975.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64809
RBU64810,oostakker,9041,468923.0,house,residence,standard,4.0,167.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64810
RBU64811,oostakker,9041,466331.0,house,residence,standard,4.0,165.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64811
RBU64812,oostakker,9041,468923.0,house,residence,standard,4.0,167.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64812
RBU64813,oostakker,9041,403136.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64813
RBU64814,oostakker,9041,403136.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64814
RBU64816,oostakker,9041,447745.0,house,residence,standard,3.0,133.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64816
RBU64817,oostakker,9041,417452.0,house,residence,standard,3.0,131.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64817
RBU64818,oostakker,9041,416705.0,house,residence,standard,3.0,136.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64818
RBU64815,oostakker,9041,403136.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64815
RBU64819,oostakker,9041,416705.0,house,residence,standard,3.0,136.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64819
RBU64820,oostakker,9041,416705.0,house,residence,standard,3.0,136.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64820
RBU64821,oostakker,9041,416705.0,house,residence,standard,3.0,136.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64821
RBU64822,oostakker,9041,433044.0,house,residence,standard,3.0,140.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64822
RBU64823,oostakker,9041,472794.0,house,residence,standard,4.0,165.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64823
RBU64828,oostakker,9041,505872.0,house,residence,standard,4.0,173.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64828
RBU64829,oostakker,9041,413716.0,house,residence,standard,3.0,131.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64829
RBU64830,oostakker,9041,439142.0,house,residence,standard,3.0,135.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64830
RBU64824,oostakker,9041,463750.0,house,residence,standard,4.0,167.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64824
RBU66393,drongen,9031,639000.0,house,residence,standard,4.0,184.0,0,0,0,,426.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/9031/drongen/rbu66393
RBU64825,oostakker,9041,397964.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64825
RBU64826,oostakker,9041,397964.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64826
RBU64827,oostakker,9041,429448.0,house,residence,standard,3.0,127.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64827
RBU65488,zwijnaarde,9052,490000.0,house,residence,standard,3.0,131.0,0,0,0,,10.0,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/9052/zwijnaarde/rbu65488
RBU65537,oostakker,9041,519000.0,house,residence,standard,3.0,197.0,0,0,0,,150.0,,0,,https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu65537
VBD46483,gilly,6060,157000.0,house,residence,standard,5.0,184.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd46483
VBD46820,marchienne-au-pont,6030,139000.0,house,residence,standard,3.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd46820
VBD46373,ransart,6043,79900.0,house,residence,standard,2.0,96.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbd46373
VBD46365,gilly,6060,99000.0,house,residence,standard,2.0,70.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd46365
VBD46477,jumet,6040,95000.0,house,residence,standard,2.0,,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd46477
VBD47024,monceau-sur-sambre,6031,109000.0,house,residence,standard,4.0,130.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd47024
VBD47399,marchienne-au-pont,6030,125000.0,house,residence,standard,3.0,160.0,0,0,0,,330.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd47399
VBC97940,gilly,6060,200000.0,house,residence,standard,4.0,185.0,0,0,0,,250.0,,0,New,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc97940
VBD44520,jumet,6040,119000.0,house,residence,standard,3.0,129.0,0,0,0,,20.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd44520
VBD21963,gilly,6060,129900.0,house,mixed-building,standard,3.0,205.0,0,0,0,,41.0,,0,To be renovated,https://immovlan.be/en/detail/mixed-building/for-sale/6060/gilly/vbd21963
VBD21653,jumet,6040,110000.0,house,residence,standard,2.0,80.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd21653
VBD25596,jumet,6040,315000.0,house,residence,standard,2.0,230.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd25596
VBD38618,mont-sur-marchienne,6032,198000.0,house,residence,standard,2.0,92.0,0,0,0,,170.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd38618
VWD15159,marcinelle,6001,350000.0,house,villa,standard,4.0,200.0,0,0,0,,,,0,,https://immovlan.be/en/detail/villa/for-sale/6001/marcinelle/vwd15159
VBD17159,lodelinsart,6042,165000.0,house,residence,standard,5.0,140.0,0,0,0,,120.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbd17159
RBU03884,ransart,6043,75000.0,house,residence,standard,3.0,100.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/rbu03884
VBD17132,charleroi,6000,379500.0,house,residence,standard,3.0,223.0,0,0,0,,300.0,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbd17132
VBD18073,montignies-sur-sambre,6061,130000.0,house,residence,standard,1.0,73.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd18073
VBD11424,roux,6044,140000.0,house,residence,standard,4.0,133.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd11424
VBC60816,jumet,6040,180000.0,house,residence,standard,2.0,142.0,0,0,0,,641.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc60816
VBD11905,gosselies,6041,99000.0,house,residence,standard,2.0,122.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd11905
VBD11970,marchienne-au-pont,6030,217000.0,house,residence,standard,3.0,147.0,0,0,0,,572.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd11970
VBC60882,montignies-sur-sambre,6061,240000.0,house,residence,standard,3.0,115.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc60882
VBC52285,couillet,6010,225000.0,house,residence,standard,3.0,,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbc52285
VBC85208,marchienne-au-pont,6030,97000.0,house,residence,standard,3.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc85208
VBC72343,couillet,6010,99999.0,house,residence,standard,3.0,171.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbc72343
VWD13805,marchienne-au-pont,6030,175000.0,house,master-house,standard,6.0,262.0,0,0,0,,180.0,,0,To be renovated,https://immovlan.be/en/detail/master-house/for-sale/6030/marchienne-au-pont/vwd13805
VBC87318,marcinelle,6001,139000.0,house,residence,standard,3.0,193.0,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc87318
VBC85197,dampremy,6020,69900.0,house,residence,standard,2.0,62.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc85197
VBC88953,marchienne-au-pont,6030,170000.0,house,residence,standard,3.0,127.0,0,0,0,,220.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc88953
VBC89365,marcinelle,6001,140000.0,house,residence,standard,3.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc89365
VBC89398,marchienne-au-pont,6030,100000.0,house,residence,standard,3.0,291.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc89398
VBC89150,jumet,6040,179999.0,house,residence,standard,2.0,165.0,0,0,0,,55.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc89150
VBC89441,ransart,6043,279000.0,house,residence,standard,3.0,139.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc89441
VBC90210,gilly,6060,239000.0,house,residence,standard,4.0,154.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc90210
VBC90955,gilly,6060,180000.0,house,mixed-building,standard,3.0,125.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/mixed-building/for-sale/6060/gilly/vbc90955
VBC92648,dampremy,6020,250000.0,house,residence,standard,3.0,200.0,0,0,0,,500.0,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc92648
VBC91238,montignies-sur-sambre,6061,220000.0,house,mixed-building,standard,7.0,300.0,0,0,0,,10.0,,0,To restore,https://immovlan.be/en/detail/mixed-building/for-sale/6061/montignies-sur-sambre/vbc91238
VBC92839,jumet,6040,185000.0,house,residence,standard,2.0,127.0,0,0,0,,250.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc92839
VBC93341,monceau-sur-sambre,6031,219999.0,house,residence,standard,4.0,183.0,0,0,0,,600.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc93341
VBC93507,gilly,6060,119000.0,house,residence,standard,1.0,60.0,0,1,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc93507
VBC94386,marcinelle,6001,60000.0,house,residence,standard,3.0,165.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc94386
VBC61445,gilly,6060,179000.0,house,residence,standard,4.0,215.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc61445
VBC62129,charleroi,6000,139999.0,house,mixed-building,standard,2.0,151.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbc62129
VBC62666,gilly,6060,99000.0,house,residence,standard,2.0,97.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc62666
RWC39212,jumet,6040,340550.0,house,villa,standard,3.0,758.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/villa/for-sale/6040/jumet/rwc39212
VBC63042,marchienne-au-pont,6030,157500.0,house,residence,standard,3.0,157.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc63042
VBC64116,jumet,6040,100000.0,house,residence,standard,3.0,,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc64116
RWC39222,gilly,6060,315550.0,house,residence,standard,3.0,525.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/rwc39222
VBC66777,charleroi,6000,125000.0,house,residence,standard,3.0,140.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc66777
VBC68394,marchienne-au-pont,6030,99900.0,house,residence,standard,3.0,85.0,0,0,0,,400.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc68394
VBC68350,dampremy,6020,229900.0,house,residence,standard,4.0,170.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc68350
RWC39223,jumet,6040,320550.0,house,residence,standard,3.0,968.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/rwc39223
VBC68399,jumet,6040,15000.0,house,residence,standard,2.0,56.0,0,0,0,,42.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc68399
VBC69571,monceau-sur-sambre,6031,239999.0,house,residence,standard,4.0,252.0,0,0,0,,300.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc69571
VBC70938,jumet,6040,159900.0,house,residence,standard,3.0,85.0,0,0,0,,130.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc70938
VBC69970,jumet,6040,224500.0,house,residence,standard,4.0,202.0,0,0,0,,90.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc69970
VBC70965,marcinelle,6001,59999.0,house,residence,standard,2.0,117.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc70965
VBC72341,ransart,6043,184999.0,house,residence,standard,3.0,214.0,0,0,0,,66.0,,0,New,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc72341
VBC72391,montignies-sur-sambre,6061,130000.0,house,residence,standard,3.0,109.0,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc72391
VBC74597,montignies-sur-sambre,6061,149000.0,house,residence,standard,2.0,,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc74597
VBC72738,charleroi,6000,189000.0,house,residence,standard,3.0,125.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc72738
VBC76348,mont-sur-marchienne,6032,165000.0,house,residence,standard,2.0,106.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc76348
VBC77247,ransart,6043,403301.0,house,residence,standard,3.0,187.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc77247
VBC77248,ransart,6043,352306.0,house,residence,standard,3.0,126.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc77248
VBC77866,mont-sur-marchienne,6032,391363.0,house,residence,standard,3.0,158.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc77866
VBC80264,mont-sur-marchienne,6032,499000.0,house,villa,standard,6.0,235.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/villa/for-sale/6032/mont-sur-marchienne/vbc80264
VBC80677,dampremy,6020,89000.0,house,residence,standard,3.0,,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc80677
VBC81873,montignies-sur-sambre,6061,59000.0,house,residence,standard,2.0,102.0,0,0,0,,235.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc81873
VBC81902,dampremy,6020,117000.0,house,residence,standard,2.0,96.0,0,0,0,,87.0,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc81902
VBC83388,gosselies,6041,60000.0,house,residence,standard,6.0,306.0,0,0,0,,564.0,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbc83388
VBC83675,jumet,6040,229999.0,house,residence,standard,3.0,168.0,0,0,0,,400.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc83675
VBC84524,monceau-sur-sambre,6031,490000.0,house,villa,standard,3.0,245.0,0,0,0,,700.0,,0,Excellent,https://immovlan.be/en/detail/villa/for-sale/6031/monceau-sur-sambre/vbc84524
VBC83575,marchienne-au-pont,6030,115000.0,house,residence,standard,3.0,160.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc83575
VBC77858,monceau-sur-sambre,6031,378263.0,house,residence,standard,3.0,158.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc77858
VBC77867,mont-sur-marchienne,6032,416000.0,house,residence,standard,3.0,190.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc77867
VBC77859,monceau-sur-sambre,6031,414065.0,house,residence,standard,3.0,184.0,0,0,0,,,,0,New,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc77859
VBD07463,jumet,6040,80000.0,house,residence,standard,2.0,100.0,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd07463
VBC80327,gilly,6060,169000.0,house,residence,standard,2.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc80327
VBD07563,jumet,6040,279999.0,house,residence,standard,3.0,159.0,0,0,0,,530.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd07563
VBD08118,jumet,6040,169000.0,house,residence,standard,3.0,160.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd08118
VBD08438,lodelinsart,6042,119999.0,house,residence,standard,2.0,117.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbd08438
VBD08440,monceau-sur-sambre,6031,177000.0,house,residence,standard,2.0,103.0,0,0,0,,274.0,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd08440
VBC62078,charleroi,6000,160000.0,house,residence,standard,3.0,106.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc62078
VWD14408,charleroi,6000,245000.0,house,residence,standard,3.0,130.0,0,0,0,,70.0,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vwd14408
VBD08824,couillet,6010,170000.0,house,residence,standard,3.0,146.0,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd08824
VBD09564,mont-sur-marchienne,6032,259000.0,house,residence,standard,4.0,210.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd09564
VBD08785,roux,6044,75000.0,house,residence,standard,1.0,81.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd08785
VBD09791,marchienne-au-pont,6030,279000.0,house,residence,standard,7.0,294.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd09791
VBD09606,jumet,6040,179000.0,house,residence,standard,2.0,159.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd09606
VBD09821,charleroi,6000,249000.0,house,mixed-building,standard,3.0,182.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbd09821
VBD10258,dampremy,6020,260000.0,house,residence,standard,3.0,135.0,0,0,0,,130.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbd10258
VBD10769,mont-sur-marchienne,6032,155000.0,house,residence,standard,2.0,85.0,0,0,0,,2200.0,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd10769
VBD04604,gosselies,6041,277500.0,house,villa,standard,3.0,160.0,0,0,0,,,,0,,https://immovlan.be/en/detail/villa/for-sale/6041/gosselies/vbd04604
VBD11304,jumet,6040,230000.0,house,residence,standard,6.0,385.0,0,0,0,,600.0,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd11304
VWD14466,montignies-sur-sambre,6061,120000.0,house,mixed-building,standard,1.0,104.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/mixed-building/for-sale/6061/montignies-sur-sambre/vwd14466
VBD12743,roux,6044,250000.0,house,residence,standard,2.0,143.0,0,0,0,,600.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd12743
VBD12469,marcinelle,6001,139000.0,house,residence,standard,2.0,139.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbd12469
VBD11119,roux,6044,349900.0,house,villa,standard,4.0,,0,0,0,,400.0,,0,Normal,https://immovlan.be/en/detail/villa/for-sale/6044/roux/vbd11119
VBD12779,gosselies,6041,165000.0,house,residence,standard,3.0,,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd12779
VBD12872,gosselies,6041,110000.0,house,residence,standard,2.0,84.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd12872
VBD13050,marcinelle,6001,175000.0,house,residence,standard,2.0,90.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbd13050
VBD13153,jumet,6040,115000.0,house,residence,standard,3.0,86.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd13153
VBD12844,lodelinsart,6042,149000.0,house,residence,standard,2.0,90.0,0,0,0,,,,0,Excellent,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbd12844
VBD13469,couillet,6010,120000.0,house,residence,standard,3.0,90.0,0,0,0,,140.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd13469
VBD13516,montignies-sur-sambre,6061,129900.0,house,residence,standard,3.0,141.0,0,0,0,,39.0,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd13516
VBD13823,jumet,6040,290000.0,house,residence,standard,4.0,160.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd13823
VBD14628,dampremy,6020,289000.0,house,residence,standard,3.0,227.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbd14628
VBD14632,jumet,6040,199000.0,house,residence,standard,4.0,120.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd14632
VBD13440,marchienne-au-pont,6030,299999.0,house,mixed-building,standard,6.0,342.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/mixed-building/for-sale/6030/marchienne-au-pont/vbd13440
VBC97734,montignies-sur-sambre,6061,139900.0,house,residence,standard,3.0,143.0,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc97734
VBD15050,couillet,6010,210000.0,house,residence,standard,2.0,189.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd15050
VBD14690,montignies-sur-sambre,6061,240000.0,house,residence,standard,3.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd14690
VBD16676,monceau-sur-sambre,6031,145000.0,house,residence,standard,3.0,147.0,0,0,0,,,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd16676
VBC91427,charleroi,6000,325000.0,house,mixed-building,standard,6.0,159.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbc91427
VBC94598,marcinelle,6001,140000.0,house,residence,standard,4.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc94598
VBC94815,jumet,6040,69999.0,house,residence,standard,2.0,68.0,0,0,0,,400.0,,0,To renovate,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc94815
VBC95827,montignies-sur-sambre,6061,265000.0,house,residence,standard,2.0,140.0,0,0,0,,80.0,,0,,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc95827
VBC95524,mont-sur-marchienne,6032,399000.0,house,villa,standard,3.0,145.0,0,0,0,,275.0,,0,,https://immovlan.be/en/detail/villa/for-sale/6032/mont-sur-marchienne/vbc95524
