Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building,Url
RBU64985,antwerp,2060,225000.0,apartment,apartment,standard,1.0,62.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu64985
RBU65015,antwerp,2050,270000.0,apartment,apartment,standard,3.0,108.0,0,0,0,5.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu65015
RBU65014,borgerhout,2140,285000.0,apartment,apartment,standard,2.0,100.0,0,0,0,11.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu65014
RBU65033,deurne,2100,214000.0,apartment,apartment,standard,2.0,91.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu65033
RBU65016,antwerp,2000,189000.0,apartment,apartment,standard,1.0,51.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu65016
RBU65236,borgerhout,2140,208000.0,apartment,apartment,standard,2.0,97.0,0,0,0,16.0,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu65236
RBU65721,deurne,2100,289000.0,apartment,apartment,standard,2.0,100.0,0,0,0,6.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu65721
RBU65237,antwerp,2060,159000.0,apartment,apartment,standard,1.0,65.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu65237
RBU65295,antwerp,2000,435000.0,apartment,apartment,standard,2.0,121.0,0,0,0,3.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu65295
RBU65723,antwerp,2000,599000.0,apartment,apartment,standard,3.0,181.0,0,0,0,42.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu65723
RBU65733,hoboken,2660,259000.0,apartment,apartment,standard,2.0,80.0,0,0,0,25.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu65733
RBU65948,deurne,2100,229000.0,apartment,apartment,standard,2.0,84.0,0,0,0,75.0,,2.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu65948
RBU66331,deurne,2100,199000.0,apartment,apartment,standard,1.0,71.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu66331
RBU65745,deurne,2100,266000.0,apartment,apartment,standard,2.0,80.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu65745
RBU66332,deurne,2100,183000.0,apartment,apartment,standard,3.0,97.0,0,0,0,3.0,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu66332
RWC41082,antwerp,2000,389500.0,apartment,apartment,standard,2.0,95.0,0,0,0,20.0,,,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rwc41082
RBU64984,antwerp,2060,215000.0,apartment,apartment,standard,1.0,62.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu64984
RWC41084,antwerp,2000,1950000.0,apartment,penthouse,standard,3.0,185.0,0,0,0,75.0,,,0,Excellent,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rwc41084
RBU62715,merksem,2170,249000.0,apartment,apartment,standard,2.0,99.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu62715
RBU15937,deurne,2100,159000.0,apartment,apartment,standard,1.0,54.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu15937
RBU15970,deurne,2100,185000.0,apartment,apartment,standard,2.0,78.0,0,0,0,4.0,,3.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu15970
RBU15974,merksem,2170,169000.0,apartment,studio,standard,,41.0,0,1,0,,,4.0,0,Excellent,https://immovlan.be/en/detail/studio/for-sale/2170/merksem/rbu15974
RBU15999,merksem,2170,259000.0,apartment,apartment,standard,3.0,108.0,0,0,0,,,4.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu15999
RBT77172,antwerp,2060,449000.0,apartment,apartment,standard,4.0,129.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt77172
RBT11525,antwerp,2050,349000.0,apartment,apartment,standard,3.0,100.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt11525
RBT14129,borgerhout,2140,123000.0,apartment,apartment,standard,,39.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt14129
RBU00085,wilrijk,2610,209000.0,apartment,studio,standard,2.0,81.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/studio/for-sale/2610/wilrijk/rbu00085
RBU00403,deurne,2100,225000.0,apartment,ground-floor,standard,2.0,81.0,0,0,0,,,,0,,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu00403
RBU01059,deurne,2100,339000.0,apartment,apartment,standard,4.0,118.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu01059
RBK29949,antwerp,2000,769500.0,apartment,apartment,standard,3.0,162.0,0,0,0,15.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbk29949
RBE60331,hoboken,2660,235600.0,apartment,apartment,standard,3.0,89.0,0,0,0,11.0,,2.0,0,New,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbe60331
RBE60337,hoboken,2660,238100.0,apartment,apartment,standard,3.0,89.0,0,0,0,11.0,,2.0,0,New,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbe60337
RBE60336,hoboken,2660,233100.0,apartment,apartment,standard,3.0,89.0,0,0,0,11.0,,2.0,0,New,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbe60336
RBK29943,antwerp,2000,729000.0,apartment,apartment,standard,3.0,162.0,0,0,0,10.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbk29943
RBE60324,hoboken,2660,259300.0,apartment,ground-floor,standard,3.0,93.0,0,0,0,15.0,,2.0,0,New,https://immovlan.be/en/detail/ground-floor/for-sale/2660/hoboken/rbe60324
RBK29944,antwerp,2000,745200.0,apartment,apartment,standard,3.0,162.0,0,0,0,10.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbk29944
RBE23053,antwerp,2060,525000.0,apartment,apartment,standard,,,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbe23053
RBT67944,merksem,2170,199990.0,apartment,apartment,standard,2.0,97.0,0,0,0,8.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt67944
RBH59689,wilrijk,2610,199000.0,apartment,apartment,standard,1.0,60.0,0,0,0,5.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbh59689
RBI50623,antwerp,2060,229000.0,apartment,apartment,standard,2.0,85.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbi50623
RWC40188,wilrijk,2610,195000.0,apartment,apartment,standard,2.0,99.0,0,0,0,18.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rwc40188
VBA73978,antwerp,2060,245000.0,apartment,apartment,standard,1.0,56.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/vba73978
RBK29872,borgerhout,2140,159000.0,apartment,apartment,standard,2.0,82.0,0,0,0,3.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbk29872
RBK29951,antwerp,2000,785700.0,apartment,apartment,standard,3.0,162.0,0,0,0,15.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbk29951
RBK30074,antwerp,2000,699000.0,apartment,apartment,standard,3.0,146.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbk30074
VBB21067,antwerp,2060,245000.0,apartment,apartment,standard,1.0,56.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/vbb21067
RBN32723,antwerp,2000,289000.0,apartment,apartment,standard,1.0,,0,1,0,,,2.0,0,Fully renovated,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbn32723
VWD09447,antwerp,2140,499500.0,apartment,ground-floor,standard,2.0,122.0,0,0,0,17.0,,,0,Excellent,https://immovlan.be/en/detail/ground-floor/for-sale/2140/antwerp/vwd09447
VWD09452,antwerp,2140,589500.0,apartment,penthouse,standard,3.0,120.0,0,0,0,63.0,,,0,Excellent,https://immovlan.be/en/detail/penthouse/for-sale/2140/antwerp/vwd09452
RBQ11214,antwerp,2000,729000.0,apartment,apartment,standard,3.0,162.0,0,0,0,10.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbq11214
RBR91656,wilrijk,2610,260000.0,apartment,apartment,standard,1.0,85.0,0,0,0,3.0,,2.0,0,Fully renovated,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbr91656
RBR87753,antwerp,2060,695000.0,apartment,apartment,standard,6.0,174.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbr87753
RBS18661,wilrijk,2610,250000.0,apartment,apartment,standard,2.0,108.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbs18661
RBS55471,wilrijk,2610,222000.0,apartment,apartment,standard,3.0,85.0,0,0,0,,,2.0,0,Fully renovated,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbs55471
RBS65479,antwerp,2020,229000.0,apartment,apartment,standard,2.0,87.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbs65479
RBS71144,antwerp,2000,182500.0,apartment,studio,standard,1.0,30.0,0,1,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/studio/for-sale/2000/antwerp/rbs71144
RBS83546,antwerp,2000,696600.0,apartment,apartment,standard,3.0,162.0,0,0,0,10.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbs83546
RBT02987,antwerp,2000,148000.0,apartment,apartment,standard,1.0,26.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt02987
RBT05147,hoboken,2660,448000.0,apartment,apartment,standard,5.0,,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbt05147
RBU01090,deurne,2100,229000.0,apartment,apartment,standard,3.0,112.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu01090
RBU01071,deurne,2100,249500.0,apartment,ground-floor,standard,3.0,125.0,0,0,0,4.0,,3.0,0,Excellent,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu01071
RBU01452,ekeren,2180,250000.0,apartment,apartment,standard,3.0,85.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu01452
RBU01262,antwerp,2050,325000.0,apartment,apartment,standard,2.0,115.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu01262
RBU01459,ekeren,2180,259000.0,apartment,apartment,standard,2.0,81.0,0,0,0,2.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu01459
RBU01098,merksem,2170,224000.0,apartment,apartment,standard,2.0,81.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu01098
RBU01462,ekeren,2180,339000.0,apartment,duplex,standard,5.0,165.0,0,0,0,34.0,,2.0,0,Normal,https://immovlan.be/en/detail/duplex/for-sale/2180/ekeren/rbu01462
RBU03875,antwerp,2060,159000.0,apartment,apartment,standard,1.0,64.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu03875
RBU04031,antwerp,2000,1795000.0,apartment,apartment,standard,2.0,413.0,0,0,0,250.0,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu04031
RBU04030,antwerp,2000,1795000.0,apartment,penthouse,standard,2.0,413.0,0,0,0,250.0,,2.0,0,Excellent,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rbu04030
RBU04032,antwerp,2000,1795000.0,apartment,loft,standard,2.0,413.0,0,0,0,250.0,,2.0,0,Excellent,https://immovlan.be/en/detail/loft/for-sale/2000/antwerp/rbu04032
RBU04908,berchem,2600,169000.0,apartment,apartment,standard,1.0,37.0,0,1,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu04908
RBU04909,berchem,2600,169000.0,apartment,studio,standard,1.0,37.0,0,1,0,,,2.0,0,Normal,https://immovlan.be/en/detail/studio/for-sale/2600/berchem/rbu04909
RBU05526,deurne,2100,175000.0,apartment,apartment,standard,2.0,92.0,0,0,0,6.0,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu05526
RBU04911,antwerp,2020,219000.0,apartment,apartment,standard,1.0,75.0,0,0,0,5.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu04911
RBU05544,antwerp,2000,985000.0,apartment,apartment,standard,2.0,326.0,0,0,0,200.0,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu05544
RBT17546,antwerp,2050,275000.0,apartment,apartment,standard,3.0,115.0,0,0,0,10.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt17546
RBT21063,antwerp,2060,220000.0,apartment,apartment,standard,1.0,94.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt21063
RBU05541,antwerp,2000,395000.0,apartment,loft,standard,,169.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/loft/for-sale/2000/antwerp/rbu05541
RBT24235,antwerp,2020,270000.0,apartment,apartment,standard,2.0,110.0,0,0,0,12.0,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbt24235
RBT26131,merksem,2170,212000.0,apartment,apartment,standard,2.0,98.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt26131
RBT20941,borgerhout,2140,219000.0,apartment,apartment,standard,2.0,100.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt20941
RBT26448,antwerp,2000,498000.0,apartment,apartment,standard,2.0,80.0,0,0,0,3.0,,2.0,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt26448
RBT29976,merksem,2170,189000.0,apartment,apartment,standard,1.0,70.0,0,0,0,3.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt29976
RBT27060,berchem,2600,264000.0,apartment,ground-floor,standard,1.0,80.0,0,0,0,21.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2600/berchem/rbt27060
RBT30002,wilrijk,2610,249500.0,apartment,ground-floor,standard,1.0,55.0,0,0,0,20.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2610/wilrijk/rbt30002
RBT31150,antwerp,2018,279000.0,apartment,apartment,standard,3.0,117.0,0,0,0,2.0,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt31150
RBT44158,antwerp,2020,239000.0,apartment,apartment,standard,3.0,90.0,0,0,0,,,,0,Fully renovated,https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbt44158
RBT33025,antwerp,2000,335000.0,apartment,apartment,standard,2.0,112.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt33025
RBT44560,antwerp,2050,725000.0,apartment,apartment,standard,3.0,140.0,0,0,0,29.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt44560
RBT45077,berchem,2600,299000.0,apartment,apartment,standard,2.0,100.0,0,0,0,,,3.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbt45077
RBT45404,antwerp,2060,159000.0,apartment,apartment,standard,1.0,49.0,0,0,0,1.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt45404
RBT77240,borgerhout,2140,225000.0,apartment,apartment,standard,2.0,68.0,0,0,0,4.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt77240
RBT77287,borgerhout,2140,239000.0,apartment,apartment,standard,2.0,134.0,0,0,0,7.0,,2.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt77287
RBT77288,borgerhout,2140,239000.0,apartment,apartment,standard,2.0,134.0,0,0,0,7.0,,2.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt77288
RBT77280,antwerp,2018,150000.0,apartment,studio,standard,1.0,44.0,0,0,0,,,2.0,0,To be renovated,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbt77280
RBT77289,borgerhout,2140,469000.0,apartment,apartment,standard,4.0,268.0,0,0,0,14.0,,2.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt77289
RBT78102,antwerp,2060,525000.0,apartment,apartment,standard,4.0,192.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt78102
RBT79286,wilrijk,2610,214000.0,apartment,apartment,standard,2.0,87.0,0,0,0,5.0,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbt79286
RBT66493,wilrijk,2610,214000.0,apartment,apartment,standard,2.0,87.0,0,0,0,5.0,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbt66493
RBT79651,antwerp,2000,285000.0,apartment,apartment,standard,,61.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt79651
RBT79654,antwerp,2000,449000.0,apartment,apartment,standard,,125.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt79654
RBT86278,antwerp,2000,1150000.0,apartment,apartment,standard,,,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt86278
RWC40095,berchem,2600,235000.0,apartment,duplex,standard,3.0,120.0,0,0,0,,,,0,To be renovated,https://immovlan.be/en/detail/duplex/for-sale/2600/berchem/rwc40095
RBT87477,borgerhout,2140,214000.0,apartment,apartment,standard,3.0,96.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbt87477
RBT83531,antwerp,2060,145000.0,apartment,apartment,standard,1.0,43.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt83531
RBT79652,antwerp,2000,285000.0,apartment,apartment,standard,,61.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt79652
RBT87705,deurne,2100,175000.0,apartment,apartment,standard,2.0,79.0,0,0,0,2.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt87705
RBT79008,deurne,2100,165000.0,apartment,apartment,standard,1.0,56.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt79008
RBT92064,antwerp,2050,245000.0,apartment,apartment,standard,3.0,104.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt92064
RBT97337,merksem,2170,235000.0,apartment,apartment,standard,2.0,83.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt97337
RBT97507,antwerp,2018,189000.0,apartment,apartment,standard,1.0,52.0,0,0,0,1.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt97507
RBT45405,antwerp,2060,149000.0,apartment,apartment,standard,1.0,49.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt45405
RBT45458,antwerp,2140,280000.0,apartment,apartment,standard,2.0,81.0,0,0,0,4.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2140/antwerp/rbt45458
RBT46757,antwerp,2060,129000.0,apartment,apartment,standard,1.0,56.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt46757
RBT46065,antwerp,2018,265000.0,apartment,apartment,standard,1.0,65.0,0,0,0,4.0,,2.0,0,,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbt46065
RBT46966,deurne,2100,185000.0,apartment,apartment,standard,2.0,69.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbt46966
RBT63809,antwerp,2050,149000.0,apartment,apartment,standard,0.0,56.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt63809
RBT63884,antwerp,2050,699000.0,apartment,apartment,standard,2.0,116.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt63884
VBC87755,wilrijk,2610,365000.0,apartment,apartment,standard,3.0,120.0,0,0,0,3.0,,3.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/vbc87755
RBT63924,antwerp,2050,239000.0,apartment,apartment,standard,1.0,70.0,0,0,0,5.0,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbt63924
RBT67283,antwerp,2000,270000.0,apartment,apartment,standard,1.0,78.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt67283
RBT72437,antwerp,2018,115000.0,apartment,studio,standard,,27.0,0,0,0,,,2.0,0,Normal,https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbt72437
RBT74254,antwerp,2000,319000.0,apartment,penthouse,standard,1.0,60.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/penthouse/for-sale/2000/antwerp/rbt74254
RBT74362,antwerp,2000,1169000.0,apartment,apartment,standard,3.0,154.0,0,0,0,27.0,,3.0,0,New,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt74362
RBT75977,antwerp,2060,189000.0,apartment,ground-floor,standard,3.0,67.0,0,0,0,8.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2060/antwerp/rbt75977
RBT76681,merksem,2170,285000.0,apartment,ground-floor,standard,1.0,48.0,0,0,0,25.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2170/merksem/rbt76681
RBT76682,merksem,2170,285000.0,apartment,apartment,standard,2.0,85.0,0,0,0,5.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbt76682
RBU06706,antwerp,2000,399000.0,apartment,apartment,standard,1.0,100.0,0,0,0,8.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu06706
RBU06707,antwerp,2000,699000.0,apartment,apartment,standard,3.0,146.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu06707
RBU06709,antwerp,2000,435000.0,apartment,apartment,standard,2.0,92.0,0,0,0,8.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu06709
RBU06710,antwerp,2000,499000.0,apartment,apartment,standard,2.0,112.0,0,0,0,9.0,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu06710
RBU08327,antwerp,2050,399000.0,apartment,apartment,standard,3.0,150.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu08327
RBU09565,antwerp,2000,595000.0,apartment,apartment,standard,3.0,142.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu09565
RBU09742,deurne,2100,299000.0,apartment,duplex,standard,3.0,131.0,0,0,0,20.0,,2.0,0,Normal,https://immovlan.be/en/detail/duplex/for-sale/2100/deurne/rbu09742
RBU09741,deurne,2100,299000.0,apartment,ground-floor,standard,3.0,131.0,0,0,0,20.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu09741
RBU10072,antwerp,2018,319000.0,apartment,apartment,standard,2.0,107.0,0,0,0,,,,0,,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu10072
RBU10130,antwerp,2000,425000.0,apartment,apartment,standard,2.0,100.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu10130
RBU11715,wilrijk,2610,275000.0,apartment,ground-floor,standard,1.0,60.0,0,0,0,10.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2610/wilrijk/rbu11715
RBU11717,wilrijk,2610,265000.0,apartment,apartment,standard,2.0,65.0,0,0,0,4.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu11717
RBU11712,antwerp,2018,650000.0,apartment,ground-floor,standard,3.0,139.0,0,0,0,24.0,,2.0,0,Normal,https://immovlan.be/en/detail/ground-floor/for-sale/2018/antwerp/rbu11712
RBU11720,wilrijk,2610,270000.0,apartment,apartment,standard,2.0,65.0,0,0,0,4.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu11720
RBU11719,wilrijk,2610,265000.0,apartment,apartment,standard,2.0,65.0,0,0,0,4.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu11719
RBU11788,ekeren,2180,249000.0,apartment,apartment,standard,2.0,97.0,0,0,0,,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu11788
RBU12303,antwerp,2050,265000.0,apartment,apartment,standard,3.0,111.0,0,0,0,10.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu12303
RWC39980,wilrijk,2610,199000.0,apartment,apartment,standard,3.0,107.0,0,0,0,20.0,,2.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rwc39980
RBU15123,ekeren,2180,259000.0,apartment,apartment,standard,2.0,91.0,0,0,0,,,3.0,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu15123
RBU15892,antwerp,2018,399000.0,apartment,apartment,standard,2.0,79.0,0,0,0,,,,0,Normal,https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu15892
RBU16001,merksem,2170,169000.0,apartment,apartment,standard,2.0,103.0,0,0,0,,,2.0,0,To be renovated,https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu16001
RBU16008,deurne,2100,325000.0,apartment,apartment,standard,1.0,92.0,0,0,0,7.0,,2.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu16008
RBU16009,deurne,2100,335000.0,apartment,apartment,standard,2.0,106.0,0,0,0,7.0,,3.0,0,Excellent,https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu16009
