url,municipality_url,property_id,price,vat,state_of_the_property,currently_leased,availability,number_of_bedrooms,livable_surface,furnished,number_of_bathrooms,number_of_toilets,elevator,floor_of_appartment,number_of_facades,frontage_width,garden,terrace,surface_terrace,ground_depth,gas,running_water,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area,cadastral_income,garage,orientation_of_the_front_facade,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_as_build_,build_year,type_of_heating,type_of_glazing,air_conditioning,alarm,access_for_disabled,balcony,the_property_and_or_its_surroundings_are_protected_
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57410,merksem,RBU57410,315000,0,New,0,On contract,2,88,0,1,2,0,1,2,7 m,,,5,50 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu61054,hoboken,RBU61054,209000,0,Normal,0,Immediately,1,75,0,,,1,4,2,,,,18,,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,800,1,South,197,20210915-0002464740-RES-1,15/09/2031,0,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu61334,berchem,RBU61334,349000,0,,0,On contract,2,115,,,,0,,,,,,,,,,,,"Residential zone (residential, urban)",no flooding area,,,,,,,,,1970,Fuel oil,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57411,merksem,RBU57411,310000,0,New,0,On contract,2,88,0,1,2,0,2,2,7 m,,,5,50 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc41053,deurne,RWC41053,229000,0,Excellent,0,Negotiable,2,92,,1,,,3,2,,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,,175,2404004,,0,1963,Gas,Double glass,,,,,0
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu57413,merksem,RBU57413,305000,0,New,0,On contract,2,88,0,1,2,0,3,2,7 m,,,5,50 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2180/ekeren/rbu57424,ekeren,RBU57424,259000,0,Excellent,0,Immediately,2,101,0,1,1,0,1,2,7 m,,,,36 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,South-east,125,2889788,11/05/2033,,1971,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu50788,antwerp,RBU50788,235000,0,,0,On contract,2,95,,1,,0,4,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,,101,3560648,,,1972,Gas,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu49617,antwerp,RBU49617,340000,0,Normal,0,On contract,2,91,0,1,1,1,2,2,50 m,,,6,12 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,1025,1,South,85,20251013-0003705646-RES-1,,,2013,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu52305,berchem,RBU52305,279000,0,Normal,1,,2,84,0,1,1,0,2,2,,,,3,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,West,166,,28/03/2033,,1968,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu51849,antwerp,RBU51849,310000,0,Normal,0,On contract,1,55,0,1,1,0,2,2,,,,3,14 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,North-west,155,202510240003691567-RES1,24/10/2025,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu48599,antwerp,RBU48599,209000,0,To be renovated,0,On contract,2,72,0,1,1,0,1,2,,,,3,21 m,1,1,"No, certificate does not comply",1,"Residential zone (residential, urban)",no flooding area,,,,North-west,218,20250911-0003683835-RES-1,11/09/2035,,1957,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu52345,deurne,RBU52345,199000,0,,0,On contract,2,89,,,,0,2,,,,,4,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,North-west,183,3264638-RES-1,,,1966,Gas,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/studio/for-sale/2060/antwerp/rbu45914,antwerp,RBU45914,119000,0,Normal,0,On contract,1,22,0,1,1,0,,2,,,,,40 m,1,1,,1,"Residential zone (residential, urban)",,,,,East,422,20250801-0003611970-RES-1,01/08/2035,0,1940,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu52302,berchem,RBU52302,299000,0,Normal,1,,2,84,0,1,1,0,1,2,6 m,,,2,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,West,73,,28/03/2033,,1968,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu32293,wilrijk,RBU32293,315000,0,Normal,0,On contract,2,89,0,1,,0,1,2,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,880,1,,114,,,,2001,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu38427,antwerp,RBU38427,399000,0,,0,On contract,2,92,,1,1,1,1,,,,,8,,,,,0,"Residential area of cultural, historical value",no flooding area,,,1,,,,,,2024,Electricity,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu32294,antwerp,RBU32294,239000,0,Normal,0,On contract,2,82,0,1,1,0,1,2,32 m,,,,26 m,,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,743,1,South-east,187,20250123-0003510861-RES-1,23/01/2035,,1962,Fuel oil,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu38310,antwerp,RBU38310,199000,0,Normal,0,Immediately,1,51,0,1,1,1,4,2,,,,,28 m,1,1,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,,773,1,West,259,20200202-0002267091-RES-1,05/05/2030,,1981,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu38428,antwerp,RBU38428,399000,0,,0,Immediately,2,100,,1,1,1,1,,,,,8,,,,,0,"Residential area of cultural, historical value",no flooding area,,,1,,,,,,2024,Electricity,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu38544,merksem,RBU38544,179000,0,Excellent,0,On contract,1,81,0,1,1,0,1,2,5 m,,,,23 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",,,,,,177,2932197,29/06/2033,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28092,deurne,RBU28092,184000,0,Excellent,0,Immediately,2,80,0,1,1,1,3,2,,,,9,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,a demarcated riparian zone,743,,,189,202506030003616680RES1,,,1961,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu38543,merksem,RBU38543,225000,0,To be renovated,0,On contract,3,144,0,2,,0,2,2,,,,,35 m,1,1,"yes, certificate in accordance",1,"Residential zone (residential, urban)",no flooding area,,634,,,411,3655307,30/07/2035,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu26694,deurne,RBU26694,199950,0,Normal,0,On contract,2,109,0,1,,0,3,,,,,,,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",no flooding area,,,1,North,166,20250324-0002886463-RES-2,24/03/2035,,1979,Gas,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu38691,deurne,RBU38691,165000,0,To be renovated,0,On contract,1,70,0,1,1,0,,2,,,,6,,,,"No, certificate does not comply",0,"Residential zone (residential, urban)",no flooding area,,649,,,230,202502130003529269RES1,,,1961,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu22952,deurne,RBU22952,179000,0,,0,,1,82,0,1,1,0,4,2,,,,,,,,"yes, certificate in accordance",,,,,,,West,,20240710-0003273697-RES-2,06/06/2034,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbt40943,antwerp,RBT40943,295000,0,,0,On contract,2,,,1,1,,,,,,,,,,,"No, certificate does not comply",0,,no flooding area,,743,,,248,20250417-0003580778-RES-1,,,1937,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23078,wilrijk,RBU23078,255000,0,Normal,,Negotiable,3,110,,1,,1,5,,,,,8,,,,,,,no flooding area,,1227,1,,220,20250515-0003599627-RES-1,15/05/2035,,1981,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu23255,antwerp,RBU23255,199000,0,,0,,1,56,,1,1,0,2,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,,,,,,2017,Gas,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23388,wilrijk,RBU23388,349000,0,New,0,On contract,2,,0,1,1,1,2,2,,,,6,,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,16,11002-G-OMV_2019022226/EPO5954/A001/D01/SD018,13/11/2034,,2024,Electricity,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23387,wilrijk,RBU23387,224000,0,To be renovated,0,On contract,2,65,0,1,1,0,1,3,6 m,,,4,30 m,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,622,,South-east,276,3272664,13/06/2034,,1962,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu24533,antwerp,RBU24533,210000,0,Fully renovated,0,,1,60,,1,,1,3,3,,,,,,,,,,"Residential zone (residential, urban)",no flooding area,,,,,198,20250624-0002825807-RES-3,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu23875,antwerp,RBU23875,1995000,0,Excellent,,On contract,4,210,,3,4,1,20,,,,,140,,,,"yes, certificate in accordance",0,"Residential area of cultural, historical value",no flooding area,,,1,,52,,,,2020,,Double glass,1,1,1,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu23750,wilrijk,RBU23750,329500,,,0,On contract,2,85,,1,1,1,3,,30 m,,,,24 m,,,,,,no flooding area,,,,West,36,11002-G-OMV_2020047534/EP05954/A001/D01/SD016,,,2024,Not specified,Double glass,1,0,1,0,0
https://immovlan.be/en/detail/penthouse/for-sale/2060/antwerp/rbu24694,antwerp,RBU24694,499000,0,Excellent,0,,2,187,,1,2,1,6,,,,,72,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,1467,1,,236,20240823-0003348868-RES-1,,,1965,,Double glass,1,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu24953,wilrijk,RBU24953,220000,0,Normal,,,2,92,,1,,1,17,,,,,,,,,,,,no flooding area,,830,,,156,20250323-0003560181-RES-3,23/03/2035,,1972,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu24921,deurne,RBU24921,299500,0,,0,On contract,3,112,,1,1,0,2,,,,,10,,,,,,,no flooding area,,,,,,,,,1959,,,,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu25292,antwerp,RBU25292,215000,0,,0,,2,68,,1,1,0,2,,,,,,,,,,1,"Residential zone (residential, urban)",no flooding area,,,,,,,,,,Gas,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2600/berchem/rbu25291,berchem,RBU25291,995000,0,,0,Immediately,3,330,,1,,0,0,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,,371,20240924-0003326826-RES-2,,,,,,,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu24929,antwerp,RBU24929,635000,0,,0,,3,139,,2,,0,1,,,,,5,,,,,,,no flooding area,,,,,97,3526667-RES-2,,,,Gas,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25535,wilrijk,RBU25535,205000,0,Fully renovated,0,,1,55,,2,,,2,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,,,161,20241212-0003478355-RES-2,12/12/2034,,,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25536,wilrijk,RBU25536,215000,0,Fully renovated,0,,1,55,,2,,,0,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,,,161,20241212-0003478355-RES-2,12/12/2034,,,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu25537,wilrijk,RBU25537,209000,0,Fully renovated,0,,1,55,,2,,,1,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,,,161,20241212-0003478355-RES-2,12/12/2034,,,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu25780,borgerhout,RBU25780,225000,0,Normal,0,On contract,2,103,0,1,1,1,3,2,,,,9,15 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,131,20250807-0003659112-res-1,07/08/2035,,1968,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2050/antwerp/rbu26908,antwerp,RBU26908,349500,0,,0,On contract,3,150,,2,2,0,5,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,,153,3575240,,,,Gas,,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu27105,deurne,RBU27105,169000,0,To be renovated,0,On contract,1,75,0,1,1,1,5,2,,,,6,,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",,,,1,,184,20250905-0003679909-RES-1,,,1973,Gas,,,,,,
https://immovlan.be/en/detail/studio/for-sale/2060/antwerp/vbd24039,antwerp,VBD24039,145000,0,Excellent,,,1,30,,1,1,0,7,2,,,,19,,,,"yes, certificate in accordance",1,,no flooding area,,,,,128,,,,2013,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu27167,hoboken,RBU27167,269000,0,,0,,2,91,,1,1,,0,,,,,,,1,1,,,"Residential zone (residential, urban)",no flooding area,,907,,,240,,,,1992,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu27214,wilrijk,RBU27214,229000,0,Normal,,,2,78,,1,,0,2,,,,,,,,,,,,no flooding area,,,,,600,20250828-0003671546-RES-3,28/08/2035,,,Gas,Double glass,1,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu27333,antwerp,RBU27333,575000,0,New,0,Immediately,2,95,0,1,2,1,1,2,53 m,,,10,107 m,,1,"yes, certificate in accordance",1,"Residential zone (residential, urban)",no flooding area,,1052,1,North-west,46,,20/10/2028,1,2018,Not specified,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu27336,borgerhout,RBU27336,219000,0,To be renovated,0,On contract,2,125,0,1,1,1,1,2,,,,,,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,,168,20211124-0002494460-RES-3,24/11/2031,1,1968,Gas,,,,,,
https://immovlan.be/en/detail/duplex/for-sale/2000/antwerp/rbu27344,antwerp,RBU27344,425000,0,Normal,0,Immediately,2,114,0,1,2,1,,3,,,,,42 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,South-east,369,20250320-0003558202-RES-1,20/03/2035,,1941,Gas,,,,,,
https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu27338,antwerp,RBU27338,129000,0,Normal,0,On contract,1,33,0,1,1,0,,,24 m,,,,33 m,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",no flooding area,,575,,South,192,20250718-0003630986-RES-1,18/07/2035,,1969,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu27350,antwerp,RBU27350,375000,0,Normal,,On contract,2,106,0,1,1,1,1,4,,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,757,1,,430,,07/01/2035,,,Fuel oil,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu27606,antwerp,RBU27606,515000,0,,0,,3,145,,2,1,1,4,,,,,,,1,1,"yes, certificate in accordance",1,"Residential area of cultural, historical value",no flooding area,,1358,1,,153,2661696,26/08/2032,,1994,Gas,Double glass,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu20035,deurne,RBU20035,285000,0,Excellent,0,On contract,2,80,0,1,1,0,,2,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,1,,231,202107150002442540RES1,,0,2005,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu27607,deurne,RBU27607,160000,0,Excellent,0,On contract,1,67,0,1,1,0,,3,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,1234,,South,269,20211209-0002495247-RES-1,,0,1994,Gas,,,,,,
https://immovlan.be/en/detail/studio/for-sale/2000/antwerp/rbu28072,antwerp,RBU28072,155000,0,To be renovated,0,Immediately,1,43,0,1,1,1,2,2,,,,4,26 m,,1,"No, certificate does not comply",0,"Residential area of cultural, historical value",no flooding area,,684,,East,159,3552048-RES-1,14/03/2035,,1967,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28079,deurne,RBU28079,169000,0,To be renovated,0,On contract,2,84,0,1,1,0,1,2,,,,,,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",no flooding area,,,1,North-west,136,20250507000359423RES1,,,1967,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28081,deurne,RBU28081,220000,0,Normal,0,Immediately,2,109,0,1,,1,2,,,,,,,1,1,,0,"Residential zone (residential, urban)",no flooding area,,,1,,171,20230719-0002947373-RES-1,,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28083,deurne,RBU28083,205000,0,Normal,0,On contract,2,90,0,1,1,0,1,3,,,,3,,1,1,"yes, certificate in accordance",1,"Residential zone (residential, urban)",,,793,,,235,202504240003584896RES1,,,1966,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu28087,merksem,RBU28087,189000,0,To be renovated,0,On contract,2,98,0,1,1,1,7,2,14 m,,,,24 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,1118,1,,143,2781266,,,1974,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28108,deurne,RBU28108,229000,0,Excellent,0,On contract,2,85,0,1,1,0,2,3,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",,,659,,,229,202508280003671184RES1,,,1960,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu28097,merksem,RBU28097,269000,0,Normal,0,On contract,2,127,0,,,1,7,4,62 m,,,,37 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,894,,,159,2779673,14/01/2033,,1967,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2140/antwerp/rbu28628,antwerp,RBU28628,199000,0,Normal,0,On contract,2,88,0,1,1,0,2,2,,,,,28 m,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,456,,South,234,,,,1939,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu28635,antwerp,RBU28635,369000,0,Normal,0,On contract,3,97,0,1,1,0,2,2,,,,9,,,,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,,,East,211,,,,1935,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28640,deurne,RBU28640,225000,0,To be renovated,0,On contract,3,103,0,1,1,0,,2,,,,9,,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",,,592,,South-west,366,20250723-0003651147-RES-1,,0,1933,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2020/antwerp/rbu28746,antwerp,RBU28746,315000,0,,0,Immediately,2,91,,1,1,1,0,,,,,40,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,,,,,,1958,Not specified,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu28888,deurne,RBU28888,185000,0,Normal,0,On contract,2,91,0,1,1,1,6,2,,,,7,,1,1,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,,,1,,141,20250911 0003683815 RES 1,11/09/2035,,1970,Gas,,,,,,
https://immovlan.be/en/detail/studio/for-sale/2000/antwerp/rbu28951,antwerp,RBU28951,239000,0,Fully renovated,0,,1,56,1,1,,1,8,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",,,,,,233,20220413-0002583665-RES-1,13/04/2032,,1961,Fuel oil,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu29366,antwerp,RBU29366,545000,0,Normal,,,2,93,,1,,1,2,,,,,,,,,,,,no flooding area,,1044,,,103,20250714-000364365-RES-1,14/07/2035,,2011,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rwc40695,deurne,RWC40695,232000,0,Excellent,0,Negotiable,2,90,,1,,1,3,,,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,,93,2156258,,0,1996,Gas,Double glass,1,,,,0
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu29532,wilrijk,RBU29532,315000,0,Normal,,,2,87,,1,,0,,,,,,,,,,,,,no flooding area,,,1,,245,20220410-0002578805-RES-1,10/04/2032,,1995,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu29700,borgerhout,RBU29700,189950,0,,0,,,87,,,,1,1,,,,,,,,,,,,,,,,,115,20251006-0003647500-RES-2,06/10/2035,,1967,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu29982,antwerp,RBU29982,765000,0,,0,Immediately,2,205,,,2,0,0,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,South-west,180,20250918-0003681330-RES-2,,,1933,,,,0,0,0,0
https://immovlan.be/en/detail/ground-floor/for-sale/2018/antwerp/rbu30034,antwerp,RBU30034,255000,0,To be renovated,0,On contract,2,82,0,1,1,0,,2,,,,3,66 m,1,1,,0,"Residential zone (residential, urban)",no flooding area,,,,East,291,3611786-RES-1,28/05/2035,,1958,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu30202,wilrijk,RBU30202,295000,0,Normal,,,3,113,,1,,1,2,,,,,,,,,,,,no flooding area,,,,,69,20250828-0003671549-RES-1,28/08/2035,,1975,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu30216,wilrijk,RBU30216,249000,0,Normal,0,On contract,2,73,0,1,1,1,5,2,12 m,,,14,9 m,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,a demarcated riparian zone,731,,,135,20231003-0003005261-RES-1,03/10/2033,,1973,Fuel oil,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu30651,merksem,RBU30651,199000,0,Normal,,,2,90,,1,,0,1,2,7 m,,,10,,1,1,"yes, certificate in accordance",0,,no flooding area,,,,South-west,200,,10/09/2035,,1945,,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2170/merksem/rbu30654,merksem,RBU30654,199000,0,Normal,,,2,90,,1,,0,2,2,7 m,,,10,,1,1,"yes, certificate in accordance",0,,no flooding area,,,,South-west,252,,10/09/2035,,1945,,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/2170/merksem/rbu30653,merksem,RBU30653,219000,0,Normal,,,1,78,,1,,0,0,2,7 m,,,18,,1,1,"yes, certificate in accordance",0,,no flooding area,,,,South-west,243,,10/09/2035,,1945,,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu39305,antwerp,RBU39305,220000,0,Normal,,,2,61,0,1,1,0,3,,,,,,,1,1,"No, certificate does not comply",0,,no flooding area,,,,,237,,20/02/2034,,,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbu39261,antwerp,RBU39261,699000,0,Excellent,0,On contract,2,127,0,2,2,1,4,2,35 m,,,90,50 m,1,1,"yes, certificate in accordance",1,"Residential zone (residential, urban)",no flooding area,,,1,South,71,11002-G-2013_53898/EP10088/A001/D01/SD016,21/12/2027,,2017,Not specified,,,,,,
https://immovlan.be/en/detail/studio/for-sale/2018/antwerp/rbu30783,antwerp,RBU30783,175000,0,Normal,0,Immediately,1,32,0,1,,0,2,2,,,,,25 m,1,1,,1,"Residential zone (residential, urban)",no flooding area,,818,,West,255,20220422-0002588071-RES1,22/04/2032,,1978,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbu39362,antwerp,RBU39362,229000,0,To be renovated,0,,2,115,,1,,1,1,,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,1160,,,145,20240628-0003296123-RES-1,,,1963,,Double glass,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu40059,deurne,RBU40059,269000,0,Normal,0,On contract,2,107,0,1,1,0,,3,,,,,,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",,,1836,1,,440,202503030003543219RES1,,,1970,Gas,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rwc40858,deurne,RWC40858,269000,0,Excellent,0,Negotiable,2,88,,1,,,0,2,,,,,,1,1,,0,,no flooding area,,,1,,286,3421462,,0,1964,Gas,Double glass,,,,,0
https://immovlan.be/en/detail/ground-floor/for-sale/2100/deurne/rbu40061,deurne,RBU40061,191500,0,Normal,0,On contract,1,52,0,1,1,1,,,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,816,,,74,11002-G-2017_179914/EP19268/A001/D01/SD001,,0,2021,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2100/deurne/rbu40067,deurne,RBU40067,375000,0,Excellent,0,On contract,3,121,0,1,1,1,1,2,10 m,,,15,55 m,1,1,"No, certificate does not comply",0,"Residential zone (residential, urban)",no flooding area,,1177,1,South,134,2114049,08/04/2034,,1970,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2610/wilrijk/rbu40403,wilrijk,RBU40403,239000,0,Normal,1,,2,86,0,1,1,0,1,2,6 m,,,24,,1,1,"yes, certificate in accordance",0,,no flooding area,,656,,,342,,27/03/2035,,1959,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2140/borgerhout/rbu40626,borgerhout,RBU40626,262500,0,,0,,2,102,,1,,1,1,,,,,6,,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,,,,,,1962,,,,0,0,0,0
