url,municipality_url,property_id,price,vat,state_of_the_property,currently_leased,availability,number_of_bedrooms,livable_surface,furnished,number_of_bathrooms,number_of_toilets,elevator,floor_of_appartment,number_of_facades,frontage_width,garden,terrace,surface_terrace,ground_depth,gas,running_water,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area,cadastral_income,garage,orientation_of_the_front_facade,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_as_build_,build_year,type_of_heating,type_of_glazing,air_conditioning,alarm,access_for_disabled,balcony,the_property_and_or_its_surroundings_are_protected_
https://immovlan.be/en/detail/studio/for-sale/1090/jette/vbd48207,jette,VBD48207,115000,0,To renovate,,On contract,,33,1,1,1,1,10,3,,,,,,,,,,,,,756,,,222,,,,,Gas,Simple glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/7531/havinnes/vbd48215,havinnes,VBD48215,229000,0,Normal,,On contract,3,115,0,1,1,1,1,2,,,,5,,,,"yes, certificate in accordance",0,,,,,1,,203,,14/02/2028,,,Electricity,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8790/waregem/rbu64395,waregem,RBU64395,399000,,New,0,On contract,1,81,0,1,1,1,9,,,,,12,,,1,"yes, certificate in accordance",0,,no flooding area,,,,,37,,,,2024,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbd48235,mouscron,VBD48235,130000,0,Normal,0,,3,66,0,,1,0,,,,,,11,,1,1,"yes, certificate in accordance",,,,,708,,North-east,300,20251027035563,27/10/2035,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/6740/etalle/vbd48225,etalle,VBD48225,338847,0,,,Immediately,2,86,0,1,,0,0,2,,,,5331,,,,"yes, certificate in accordance",,,,,,1,,65,,,,2025,Hot air,,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/6791/athus/vbd48236,athus,VBD48236,235000,0,Normal,0,,2,92,0,1,1,0,2,,,,,,,,,"yes, certificate in accordance",,,,,,1,,246,20150814015147,14/08/2025,,2011,Electricity,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd48272,namur,VBD48272,270000,0,Fully renovated,0,,2,92,0,2,2,0,2,2,,,,2,,1,1,,,,,,1162,,West,164,20250923024758,23/09/2035,,1947,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48279,sint-lambrechts-woluwe,VBD48279,215000,0,,0,Immediately,1,55,0,,1,1,2,4,,,,,,,,,,,,,1323,,,147,20190502_0000548615-01-5,02/05/2029,,,,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/1420/braine-l-alleud/vbd48284,braine-l-alleud,VBD48284,550000,0,Excellent,,On contract,2,130,0,2,2,1,0,,,,,,,1,1,"yes, certificate in accordance",,,no flooding area,,,1,South-west,44,,04/07/2032,,2022,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/duplex/for-sale/1400/nivelles/vbd48286,nivelles,VBD48286,290000,0,Normal,1,,2,132,0,1,2,0,2,,,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,a demarcated riparian zone,1039,,,329,,22/03/2034,,1900,Gas,,,,0,,
https://immovlan.be/en/detail/penthouse/for-sale/8660/de-panne/rbu64408,de-panne,RBU64408,375000,0,Excellent,0,,2,100,,1,1,1,8,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",,,1083,,,222,3175768,,,1976,Gas,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4620/fleron/vbd48290,fleron,VBD48290,189000,0,Normal,0,On contract,3,99,0,1,1,1,6,2,,,,9,,,1,"yes, certificate in accordance",0,,no flooding area,,1050,1,,190,,17/07/2035,,1972,Fuel oil,Double glass,,,1,1,
https://immovlan.be/en/detail/duplex/for-sale/7611/la-glanerie/vbd48303,la-glanerie,VBD48303,400000,0,Excellent,,Immediately,3,226,0,1,1,,,4,,,,,,,,,,,,,,1,,149,,07/10/2021,,,Electricity,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu64414,mechelen,RBU64414,212000,0,Normal,,On contract,2,79,0,1,1,1,8,,,,,14,,1,1,"yes, certificate in accordance",0,,no flooding area,,942,,,148,,11/10/2032,,1978,Gas,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9400/ninove/rbu64420,ninove,RBU64420,219000,0,,0,On contract,2,76,0,1,,,,3,,,,,,1,1,"yes, certificate in accordance",0,,,,754,,,,,,,2013,Gas,Double glass,1,,,,
https://immovlan.be/en/detail/apartment/for-sale/2235/hulshout/rbu64438,hulshout,RBU64438,365000,0,Excellent,0,On contract,2,123,0,1,1,0,,4,,,,,,1,1,"yes, certificate in accordance",0,"Residential zone (residential, urban)",no flooding area,,953,1,North,34,20250328-0003565208-RES-2,,,2017,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd48313,sint-gillis,VBD48313,230000,0,Normal,0,On contract,1,45,0,1,1,1,,2,,,,2,,,1,,0,,no flooding area,,,,,234,,10/08/2025,,1970,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1830/machelen/rbu64415,machelen,RBU64415,299000,0,New,,On contract,2,83,0,1,1,1,0,2,,,,10,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,,48,,28/09/2031,,2021,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/duplex/for-sale/1060/sint-gillis/vbd48314,sint-gillis,VBD48314,385000,0,Normal,,On contract,3,125,0,2,1,0,,2,15 m,,,,,,,"yes, certificate in accordance",,,no flooding area,,,,,121,,,,2019,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbd48315,sint-gillis,VBD48315,275000,0,Normal,1,On contract,2,73,0,1,1,0,2,3,,,,,,,1,"No, certificate does not comply",0,,no flooding area,a demarcated riparian zone,,,,313,,02/12/2034,,1930,Gas,,,,0,,
https://immovlan.be/en/detail/penthouse/for-sale/1150/sint-pieters-woluwe/vbd48318,sint-pieters-woluwe,VBD48318,540000,0,Excellent,0,On contract,3,165,0,2,2,1,4,3,,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,2824,1,,345,,17/01/2032,,1970,,Double glass,1,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd48320,sint-pieters-woluwe,VBD48320,349000,0,Normal,0,On contract,2,78,0,1,1,1,1,2,,,,6,,,1,"yes, certificate in accordance",0,,,,,1,,252,,,,1959,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/2150/borsbeek/rbu64481,borsbeek,RBU64481,680000,0,Excellent,0,,6,228,,3,3,,0,,6 m,,,,36 m,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,2231,,,,,,,1978,Gas,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/3840/bommershoven/rbu64524,bommershoven,RBU64524,239999,0,,0,,3,131,,1,1,,2,,,,,,,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,,,190,,,,,Gas,Double glass,,,,,
https://immovlan.be/en/detail/duplex/for-sale/7700/mouscron/vbd48329,mouscron,VBD48329,129000,0,Normal,,On contract,1,82,0,1,,,,2,,,,,,,,,,,,,483,,,372,,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd48342,elsene,VBD48342,229000,0,Normal,,On contract,1,38,0,1,1,1,,,,,,,,1,1,"yes, certificate in accordance",,,no flooding area,a demarcated flooding area,1198,,,275,,,,,Gas,,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/9180/moerbeke-waas/rbu64762,moerbeke-waas,RBU64762,185000,0,Excellent,0,,1,68,,1,1,1,3,2,,,,,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,,,,113,20251008-0003704709-RES-1,08/10/2035,,2014,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd48345,anderlecht,VBD48345,299000,0,Excellent,0,On contract,3,99,0,2,1,1,3,2,,,,,,1,1,"yes, certificate in accordance",,,no flooding area,,1550,,South,117,,10/12/2028,,2018,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/duplex/for-sale/1180/ukkel/vbd48422,ukkel,VBD48422,1150000,0,Normal,0,On contract,3,230,0,2,3,1,5,2,,,,84,,1,1,"No, certificate does not comply",0,"Residential area of cultural, historical value",no flooding area,,,1,,192,,21/10/2035,,1975,Gas,Double glass,1,,0,,
https://immovlan.be/en/detail/apartment/for-sale/5150/floreffe/vbd48431,floreffe,VBD48431,145000,0,Normal,1,,1,45,0,1,1,0,0,3,,,,25,,1,1,"yes, certificate in accordance",,,no flooding area,,436,,,251,,18/01/2035,,1850,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/duplex/for-sale/5150/floreffe/vbd48432,floreffe,VBD48432,200000,0,To renovate,1,,2,85,0,2,2,0,,3,,,,,,1,1,"yes, certificate in accordance",,,no flooding area,,1222,1,,184,,,,1850,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64793,koksijde,RBU64793,179500,0,Excellent,0,,2,40,1,,1,1,3,2,,,,,,1,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,498,,,255,,,,1935,Gas,Triple glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64795,koksijde,RBU64795,249000,0,To be renovated,0,,2,65,,1,1,1,5,2,,,,,,,1,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,,852,1,,311,,,,1990,Electricity,Double glass,,,,1,
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu64794,koksijde,RBU64794,299000,0,Fully renovated,0,,2,55,1,1,1,1,5,2,,,,60,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,686,,,341,,,,1968,Gas,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbu64835,kontich,RBU64835,379000,0,,0,On contract,3,124,,1,1,1,2,,5 m,,,6,16 m,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,,0,20250714-0003645918-RES-1,,,2001,Not specified,Double glass,0,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd48436,vorst,VBD48436,209000,0,Fully renovated,0,On contract,1,65,0,1,1,1,5,3,,,,9,,1,1,"yes, certificate in accordance",,,no flooding area,,,,South,,,,,,Fuel oil,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/6140/fontaine-l-eveque/vbd48439,fontaine-l-eveque,VBD48439,185000,0,,,On contract,3,121,0,1,,0,1,4,,,,4,,1,1,,,,no flooding area,,737,1,,414,,27/07/2028,,1980,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/duplex/for-sale/1500/halle/rbu64836,halle,RBU64836,540000,0,,0,,3,127,,2,2,0,,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,South-west,85,23027-G-BH/2014/162/EP19297/WO26/D01/SD016,,,2017,Gas,Double glass,0,0,0,1,0
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu64852,mechelen,RBU64852,219000,0,,0,,2,85,,1,,0,2,,,,,,,,,,0,"Residential zone (residential, urban)",no flooding area,,,,,367,20250517-0003196236-RES-3,,,1967,,,,0,0,0,0
https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbd48460,sint-joost-ten-node,VBD48460,301000,,New,,,1,61,,1,1,1,4,2,,,,9,,,,"yes, certificate in accordance",,,no flooding area,,,,,70,,,,2025,Hot air,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/4500/huy/vbd48451,huy,VBD48451,179000,,New,0,On contract,2,136,0,1,2,0,1,3,,,,12,,1,1,"yes, certificate in accordance",,,no flooding area,,,1,,98,,,,2024,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/9230/wetteren/rbu64857,wetteren,RBU64857,299000,0,Fully renovated,,On contract,3,152,0,1,2,0,0,2,,,,,,1,1,,1,,,,915,,East,178,,01/07/2035,,,Gas,Double glass,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd48348,sint-lambrechts-woluwe,VBD48348,990000,0,Excellent,,Immediately,4,215,0,4,2,1,8,4,,,,30,,,,"yes, certificate in accordance",,,no flooding area,,,1,,96,,,,2016,Gas,,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbu64768,lier,RBU64768,440000,0,Excellent,0,,3,125,,1,1,1,1,2,,,,8,,1,1,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,,1333,1,,87,20230314-0002837393-RES-2,14/03/2033,,2010,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbd48349,sint-joost-ten-node,VBD48349,319000,0,Excellent,1,,1,83,0,1,1,0,1,2,,,,2,,1,1,"yes, certificate in accordance",,,no flooding area,,560,,South-west,154,,,,1894,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1461/haut-ittre/vbd48351,haut-ittre,VBD48351,179000,0,Excellent,0,On contract,1,74,0,1,1,0,,2,,,,4,,,,"yes, certificate in accordance",,,,,686,1,North,276,,14/11/2027,,1996,Electricity,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1440/braine-le-chateau/vbd48352,braine-le-chateau,VBD48352,299000,0,Normal,1,,2,90,0,2,2,1,1,,,,,7,,1,1,"yes, certificate in accordance",,,no flooding area,,,1,North,78,,,,2005,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/studio/for-sale/8400/oostende/rbu64774,oostende,RBU64774,235000,0,Excellent,,,,35,,1,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
https://immovlan.be/en/detail/penthouse/for-sale/1090/jette/vbd48358,jette,VBD48358,399000,0,Excellent,,,2,141,,2,2,1,4,4,,,,,,,,"yes, certificate in accordance",,,no flooding area,,,,,201,,,,2008,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/duplex/for-sale/8000/brugge/rbu64780,brugge,RBU64780,234800,0,Normal,,,2,68,0,1,1,1,3,3,6 m,,,8,,1,1,"yes, certificate in accordance",0,,no flooding area,,756,1,,188,,25/08/2035,,1985,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbd48359,ganshoren,VBD48359,230000,0,Normal,0,On contract,3,102,0,1,1,1,16,2,,,,10,,1,1,"yes, certificate in accordance",,,no flooding area,,,,West,184,,,,1970,Gas,,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbu64775,bredene,RBU64775,275000,0,,,,2,90,,2,,,,,,,,22,,,,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/8200/sint-andries/rbu64781,sint-andries,RBU64781,119000,0,Excellent,1,On contract,1,17,0,1,1,0,,2,3 m,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,281,,,86,,23/06/2026,,2018,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/studio/for-sale/8200/sint-andries/rbu64782,sint-andries,RBU64782,110000,0,Excellent,1,On contract,1,17,0,1,1,0,,2,3 m,,,,,1,1,"yes, certificate in accordance",0,,no flooding area,,281,,,86,,23/06/2026,,2018,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu64785,oostende,RBU64785,318800,0,Normal,,,2,96,1,1,1,1,3,2,6 m,,,8,,1,1,"yes, certificate in accordance",0,,no flooding area,,987,,,144,,29/05/2024,,1966,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd48362,elsene,VBD48362,350000,0,Normal,1,,2,102,0,1,1,1,2,2,,,,1,,1,1,"yes, certificate in accordance",,,no flooding area,,1068,,South-west,227,,,,1960,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/8450/bredene/rbu64788,bredene,RBU64788,450000,0,Excellent,,On contract,2,96,0,1,1,1,2,2,9 m,,,25,,1,1,"yes, certificate in accordance",0,,no flooding area,,1056,1,,81,,15/10/2034,,2010,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/4100/seraing/vbd48398,seraing,VBD48398,189000,,New,0,On contract,1,76,0,1,2,0,0,2,8 m,,,31,,1,1,"yes, certificate in accordance",0,,no flooding area,,,,North-west,251,,08/10/2025,,,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/duplex/for-sale/4100/seraing/vbd48399,seraing,VBD48399,269000,,New,0,On contract,4,135,0,2,2,0,1,2,8 m,,,11,,1,1,"yes, certificate in accordance",,,no flooding area,,,,North-west,157,,08/10/2035,,,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/4280/hannut/vbd48403,hannut,VBD48403,199000,,New,0,Immediately,2,88,0,2,2,0,,3,8 m,,,7,,1,1,"yes, certificate in accordance",0,,no flooding area,,,1,South-west,57,,30/05/2035,,2025,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/4100/boncelles/vbd48418,boncelles,VBD48418,219000,0,Normal,1,,2,86,0,1,1,1,0,3,,,,10,,,1,"yes, certificate in accordance",0,,no flooding area,,1001,1,South,219,,24/10/2035,,2000,,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd48414,wavre,VBD48414,345000,0,Normal,0,On contract,2,82,0,1,1,1,1,2,,,,8,,,1,"No, certificate does not comply",0,,no flooding area,,,1,South-east,98,,30/09/2035,,2001,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48483,sint-lambrechts-woluwe,VBD48483,575000,0,Excellent,0,On contract,3,136,0,2,2,0,2,2,,,,4,,1,,"yes, certificate in accordance",,,no flooding area,,1418,,,184,,02/07/2035,,1956,Gas,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48484,sint-lambrechts-woluwe,VBD48484,675000,0,Normal,0,On contract,3,146,0,2,2,1,4,2,,,,150,,,,"No, certificate does not comply",,,no flooding area,,,1,,128,,23/09/2035,,2007,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd48485,schaarbeek,VBD48485,365000,0,Excellent,1,,2,96,0,1,1,1,1,2,,,,8,,1,,"yes, certificate in accordance",,,no flooding area,,,1,,62,,08/08/2026,,2015,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/5580/rochefort/vbd48486,rochefort,VBD48486,99000,0,Normal,,,1,65,,1,,0,1,,,,,,,,,,,,no flooding area,,311,,,,20110810009565,,,,Gas,Double glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbd48488,koekelberg,VBD48488,229000,0,To be renovated,,,2,91,,1,,1,6,,,,,7,,,,,,,no flooding area,,,1,,222,,,,1968,Gas,Simple glass,,,0,,0
https://immovlan.be/en/detail/apartment/for-sale/1800/vilvoorde/vbd48497,vilvoorde,VBD48497,219000,0,To be renovated,0,,2,,,1,1,0,2,,,,,,,,,,,,,,,,,779,20250110-000350257-RES-1,,,1963,Gas,,0,0,,,
https://immovlan.be/en/detail/apartment/for-sale/5580/rochefort/vbd48491,rochefort,VBD48491,275000,0,Excellent,,Immediately,2,80,0,1,1,1,2,3,,,,6,,1,1,"yes, certificate in accordance",,,,,681,,,77,,09/03/2030,,2020,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd48498,anderlecht,VBD48498,210000,0,Excellent,0,,1,,,,1,1,17,,,,,10,,,,,,,,,,1,,114,20251029-000732458-01-6,,,1974,Gas,,0,0,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48499,sint-lambrechts-woluwe,VBD48499,350000,0,Normal,0,,2,94,0,1,1,1,3,2,,,,3,,,,,,,no flooding area,,,,North-west,186,20221208-0000627957-01-2,08/12/2032,,1960,Gas,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64906,evergem,RBU64906,435000,,New,0,,3,146,0,1,2,1,0,2,8 m,,,29,,,1,"yes, certificate in accordance",,,no flooding area,,,1,North,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/9940/evergem/rbu64905,evergem,RBU64905,395000,,New,0,,2,113,0,1,1,1,1,2,6 m,,,9,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64907,evergem,RBU64907,385000,,New,0,,2,103,0,1,2,1,0,2,5 m,,,21,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/loft/for-sale/9300/aalst/rbu64916,aalst,RBU64916,599000,,New,0,,3,180,0,2,,1,2,,,,,11,,1,1,,0,,,,,1,,,,,,2025,,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1700/dilbeek/rbu64920,dilbeek,RBU64920,349000,0,Normal,1,,3,111,,1,1,1,2,,8 m,,,,,1,1,"No, certificate does not comply",0,,,,1536,1,,346,,,,1991,,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/9470/denderleeuw/rbu64917,denderleeuw,RBU64917,294415,,New,0,,2,87,0,1,1,1,,,,,,8,,,1,"yes, certificate in accordance",0,,,,665,,,,,,,2025,,Double glass,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd48534,la-louviere,VBD48534,,,,0,,1,68,0,1,,1,0,4,,,,,,1,1,,,,no flooding area,,,1,,,,,,2026,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd48536,la-louviere,VBD48536,,,,0,,3,134,0,2,,1,3,4,,,,40,,1,1,,,,no flooding area,,,1,,,,,,2026,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd48535,la-louviere,VBD48535,,,,0,,2,80,0,1,,1,0,4,,,,,,1,1,,,,no flooding area,,,1,,,,,,2026,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd48537,la-louviere,VBD48537,,,,0,,3,134,0,2,,1,4,4,,,,40,,1,1,,,,no flooding area,,,1,,,,,,2026,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/4100/boncelles/vbd48567,boncelles,VBD48567,250000,0,,0,,3,127,0,1,1,1,6,3,,,,3,,,1,,,,,,1294,1,,300,20230623026189,23/06/2033,,2001,Electricity,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbu64928,de-panne,RBU64928,219000,0,Normal,,,2,65,0,1,,1,,,29 m,,,,,,,,1,,no flooding area,,846,1,West,173,20210806-0002448207-RES-2,06/08/2031,,2009,Gas,,,,0,,0
https://immovlan.be/en/detail/ground-floor/for-sale/1081/koekelberg/vbd48588,koekelberg,VBD48588,315000,0,,0,,2,130,,1,,,0,2,,,,,,,,,,,,,,,,138,,,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd48636,wavre,VBD48636,205000,0,To renovate,1,,2,94,0,1,1,1,6,2,,,,13,,,1,"No, certificate does not comply",,,no flooding area,,,,,436,,,,1971,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd48638,vorst,VBD48638,298000,0,Normal,0,On contract,2,105,0,1,1,1,1,2,,,,3,,,1,"yes, certificate in accordance",,,,,,,,406,,,,1960,Fuel oil,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/3020/herent/rbu64959,herent,RBU64959,427811,,New,0,On contract,2,91,0,1,,1,,4,,,,17,,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,North-east,,,,,2025,Not specified,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/3020/herent/rbu64958,herent,RBU64958,521700,,New,0,On contract,3,112,0,1,,1,,4,,,,16,,,,,0,"Residential zone (residential, urban)",no flooding area,,,1,North-east,,,,,2025,Not specified,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbd48743,mouscron,VBD48743,225000,0,,0,,1,62,0,,,0,,,,,,,,,,"yes, certificate in accordance",,,,,741,1,,83,20160719515145,,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbd48744,tournai,VBD48744,229000,0,,0,,4,178,0,1,,0,,2,,,,,,,,,,,,,1160,,,175,,,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd48741,arlon,VBD48741,359900,,,0,,2,100,0,1,,1,1,2,,,,,,,,"yes, certificate in accordance",,,no flooding area,,,,,,,,,2025,Hot air,,,,1,,
https://immovlan.be/en/detail/studio/for-sale/7500/tournai/vbd48745,tournai,VBD48745,89000,0,,0,,,22,0,1,,1,,,,,,,,,,"yes, certificate in accordance",,,,,619,,,185,,,,,Gas,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/9840/de-pinte/rbu64963,de-pinte,RBU64963,399000,0,Excellent,0,Immediately,2,97,0,1,1,1,1,2,,,,25,,1,1,"yes, certificate in accordance",0,,no flooding area,,788,1,,37,,13/11/2019,,2019,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/9810/nazareth/rbu64964,nazareth,RBU64964,399000,0,Excellent,0,Immediately,2,97,0,1,1,1,1,2,,,,25,,1,1,"yes, certificate in accordance",0,,no flooding area,,788,1,,37,,13/11/2019,,2019,Gas,Double glass,,,1,,
https://immovlan.be/en/detail/apartment/for-sale/9940/sleidinge/rbu64989,sleidinge,RBU64989,395000,,New,0,,2,113,0,1,1,1,1,2,6 m,,,9,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/rbu64974,sint-jans-molenbeek,RBU64974,225000,0,Normal,0,Negotiable,3,110,0,1,2,1,4,,,,,10,,,,"No, certificate does not comply",,,,,2165,1,North,212,20201022-0000576985-01-3,,,1972,Gas,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64990,sleidinge,RBU64990,435000,,New,0,,3,146,0,1,2,1,0,2,8 m,,,29,,,1,"yes, certificate in accordance",,,no flooding area,,,1,North,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/apartment/for-sale/9940/sleidinge/rbu64992,sleidinge,RBU64992,315000,,New,0,,2,75,0,1,1,1,2,2,6 m,,,17,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64993,sleidinge,RBU64993,385000,,New,0,,2,103,0,1,2,1,0,2,5 m,,,36,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64995,sleidinge,RBU64995,300000,,New,0,,1,80,0,1,1,1,0,2,6 m,,,15,,,1,"yes, certificate in accordance",,,no flooding area,,,1,East,,,,,2025,Hot air,Double glass,,,0,,
