url,municipality_url,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,availability,number_of_bedrooms,livable_surface,furnished,surface_of_living_room,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,garden,surface_garden,terrace,total_land_surface,buildable_surface,ground_depth,specific_primary_energy_consumption,epc_peb_reference,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area,609af22983804603bea6649c89f568ac_pdf,property_type,build_year,total_surface,cellar,surface_of_the_cellar_s_,attic,wash_room,garage,number_of_parking_spaces_indoor_,kitchen_equipment,kitchen_type,surface_kitchen,type_of_glazing,alarm,fireplace,adaptations_for_elderlies,access_for_disabled,number_of_facades,number_of_parking_places_outdoor_,garden_orientation,sewer_connection,running_water,rain_water_tank,yearly_total_primary_energy_consumption,certification_gasoil_tank,building_permission_granted,g_score,p_score,water_sensitive_open_space_areas,the_property_and_or_its_surroundings_are_protected_,frontage_width,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,surface_bedroom_1,surface_bedroom_2,surface_bedroom_3,surface_bedroom_4,number_of_floors,terrain_width_at_the_roadside,gas,swimming_pool,certification_electrical_installation_validity,planning_permission_granted,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf,postal_code,municipality,number_of_garages,floor_of_appartment,surface_terrace,validity_date_epc_peb,certification_as_build_,air_conditioning,balcony,entry_phone,vat_applied_,solar_panels,floor_heating,level_e,level_k,number_of_showers,co2_emission
https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc66777,charleroi,VBC66777,125000.0,425.0,0.0,Normal,,On contract,3.0,140.0,0.0,19.0,1.0,1.0,Gas,0.0,,,,,,,,465.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc68394,marchienne-au-pont,VBC68394,99900.0,,0.0,To be renovated,,,3.0,85.0,0.0,21.0,,1.0,,0.0,East,,400.0,,440.0,68.0,62 m,,20240922001931,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc68350,dampremy,VBC68350,229900.0,446.0,0.0,Normal,0.0,,4.0,170.0,0.0,30.0,1.0,,Gas,,,,,,320.0,,,273.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/rwc39223,jumet,RWC39223,320550.0,,,Excellent,0.0,Negotiable,3.0,968.0,,,1.0,,Gas,,,,,,968.0,,,,,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc68399,jumet,VBC68399,15000.0,,0.0,,0.0,,2.0,56.0,0.0,,,1.0,Not specified,0.0,,,42.0,,98.0,36.0,22 m,,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc69571,monceau-sur-sambre,VBC69571,239999.0,862.0,0.0,Normal,,,4.0,252.0,0.0,20.0,1.0,2.0,Fuel oil,0.0,,,300.0,,407.0,,,565.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc70938,jumet,VBC70938,159900.0,371.0,0.0,Normal,0.0,,3.0,85.0,0.0,11.0,1.0,,Electricity,,,,130.0,,209.0,,,394.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc69970,jumet,VBC69970,224500.0,431.0,0.0,Normal,,Immediately,4.0,202.0,,49.0,1.0,1.0,Gas,0.0,South,,90.0,,179.0,,,253.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc70965,marcinelle,VBC70965,59999.0,624.0,0.0,To be renovated,0.0,On contract,2.0,117.0,0.0,,1.0,1.0,Not specified,0.0,,,,,69.0,,,767.0,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc72341,ransart,VBC72341,184999.0,,,New,,On contract,3.0,214.0,0.0,42.0,1.0,1.0,,0.0,,,66.0,,66.0,,,65.0,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc72391,montignies-sur-sambre,VBC72391,130000.0,446.0,0.0,To renovate,,,3.0,109.0,0.0,30.0,1.0,1.0,Gas,0.0,,,,,252.0,,,565.0,,"No, certificate does not comply",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc74597,montignies-sur-sambre,VBC74597,149000.0,391.0,0.0,To be renovated,0.0,,2.0,,0.0,,,1.0,Gas,0.0,,,,,126.0,,,464.0,20250226016725,"No, certificate does not comply",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc72738,charleroi,VBC72738,189000.0,,0.0,,,,3.0,125.0,,13.0,1.0,,,,,,,,,,,159.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc76348,mont-sur-marchienne,VBC76348,165000.0,391.0,0.0,Excellent,0.0,On contract,2.0,106.0,0.0,18.0,1.0,1.0,,0.0,South,,,,47.0,,,176.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc77247,ransart,VBC77247,403301.0,,,New,,,3.0,187.0,,,2.0,2.0,,,,,,,1260.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc77248,ransart,VBC77248,352306.0,,,New,,,3.0,126.0,,,1.0,2.0,,,,,,,1260.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc77866,mont-sur-marchienne,VBC77866,391363.0,,,New,,,3.0,158.0,,,1.0,2.0,,,,,,,1159.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/6032/mont-sur-marchienne/vbc80264,mont-sur-marchienne,VBC80264,499000.0,1899.0,0.0,Normal,0.0,On contract,6.0,235.0,0.0,,3.0,,Gas,0.0,North-east,,,,1500.0,,,388.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc80677,dampremy,VBC80677,89000.0,,0.0,To be renovated,,,3.0,,0.0,,1.0,1.0,Gas,0.0,,,,,,,,448.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc81873,montignies-sur-sambre,VBC81873,59000.0,342.0,0.0,To be renovated,,Immediately,2.0,102.0,,,1.0,1.0,Gas,0.0,South-west,,235.0,,340.0,,,542.0,,"yes, certificate in accordance",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbc81902,dampremy,VBC81902,117000.0,,0.0,To renovate,,On contract,2.0,96.0,0.0,,1.0,1.0,Gas,0.0,,,87.0,,151.0,,21 m,483.0,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbc83388,gosselies,VBC83388,60000.0,,0.0,To be renovated,,Immediately,6.0,306.0,0.0,,2.0,,,,,,564.0,,680.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbc83675,jumet,VBC83675,229999.0,505.0,0.0,Normal,0.0,,3.0,168.0,0.0,,2.0,1.0,Gas,0.0,,,400.0,,428.0,,,191.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/6031/monceau-sur-sambre/vbc84524,monceau-sur-sambre,VBC84524,490000.0,,0.0,Excellent,0.0,On contract,3.0,245.0,0.0,,1.0,2.0,,0.0,,,700.0,,,,,211.0,,"No, certificate does not comply",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbc83575,marchienne-au-pont,VBC83575,115000.0,309.0,0.0,Normal,0.0,On contract,3.0,160.0,0.0,,1.0,1.0,Gas,0.0,,,,,,,,238.0,20240424020620,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc77858,monceau-sur-sambre,VBC77858,378263.0,,,New,,,3.0,158.0,,,1.0,2.0,,,,,,,915.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbc77867,mont-sur-marchienne,VBC77867,416000.0,,,New,,,3.0,190.0,,,1.0,2.0,,,,,,,1159.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbc77859,monceau-sur-sambre,VBC77859,414065.0,,,New,,,3.0,184.0,,,1.0,2.0,,,,,,,915.0,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd07463,jumet,VBD07463,80000.0,327.0,0.0,To renovate,0.0,On contract,2.0,100.0,0.0,15.0,1.0,1.0,Gas,0.0,,,,,165.0,,,511.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbc80327,gilly,VBC80327,169000.0,,0.0,,0.0,Immediately,2.0,,,,,,Not specified,,,,,,,,,446.0,20250203011637,,0.0,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd07563,jumet,VBD07563,279999.0,342.0,0.0,Normal,1.0,,3.0,159.0,0.0,,1.0,1.0,Gas,0.0,,,530.0,,530.0,,,182.0,,"yes, certificate in accordance",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd08118,jumet,VBD08118,169000.0,,0.0,,0.0,,3.0,160.0,,,1.0,1.0,Fuel oil,,,,,,,,,328.0,20250715002603,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbd08438,lodelinsart,VBD08438,119999.0,252.0,0.0,Normal,1.0,On contract,2.0,117.0,0.0,17.0,1.0,1.0,Gas,0.0,,,,,58.0,,,186.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd08440,monceau-sur-sambre,VBD08440,177000.0,,0.0,Normal,,On contract,2.0,103.0,,,,1.0,Gas,0.0,,,274.0,,359.0,,64 m,163.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vbc62078,charleroi,VBC62078,160000.0,728.0,0.0,,0.0,On contract,3.0,106.0,,,1.0,1.0,Gas,,,,,,85.0,,,375.0,20250326018608,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vwd14408,charleroi,VWD14408,245000.0,,0.0,Excellent,,On contract,3.0,130.0,,,1.0,,Gas,,,,70.0,,225.0,,,337.0,20250117020332,"No, certificate does not comply",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd08824,couillet,VBD08824,170000.0,727.0,0.0,,,On contract,3.0,146.0,,,1.0,1.0,Gas,,,,,,,,,553.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd09564,mont-sur-marchienne,VBD09564,259000.0,700.0,0.0,Normal,0.0,,4.0,210.0,0.0,32.0,1.0,2.0,Gas,0.0,,,,,400.0,,,424.0,20250719000411,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd08785,roux,VBD08785,75000.0,245.0,0.0,To be renovated,0.0,Immediately,1.0,81.0,0.0,21.0,1.0,1.0,Electricity,0.0,,,,,125.0,80.0,,810.0,20231204027724,"No, certificate does not comply",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbd09791,marchienne-au-pont,VBD09791,279000.0,,0.0,Fully renovated,,,7.0,294.0,0.0,,,3.0,Gas,0.0,,,,,,,,110.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd09606,jumet,VBD09606,179000.0,560.0,0.0,Normal,0.0,On contract,2.0,159.0,0.0,23.0,2.0,2.0,Gas,0.0,,,,,215.0,,,239.0,,"No, certificate does not comply",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbd09821,charleroi,VBD09821,249000.0,5123.0,0.0,Normal,1.0,Immediately,3.0,182.0,,,1.0,2.0,Gas,0.0,North-west,,,,77.0,,,265.0,,"yes, certificate in accordance",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbd10258,dampremy,VBD10258,260000.0,,0.0,,0.0,,3.0,135.0,,60.0,1.0,,Not specified,,,,130.0,,457.0,,,144.0,20240916014047,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/vbd10769,mont-sur-marchienne,VBD10769,155000.0,587.0,0.0,To renovate,0.0,On contract,2.0,85.0,0.0,12.0,2.0,2.0,Gas,0.0,,,2200.0,,2305.0,,,693.0,,"No, certificate does not comply",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/6041/gosselies/vbd04604,gosselies,VBD04604,277500.0,1341.0,0.0,,0.0,On contract,3.0,160.0,,,1.0,1.0,Gas,,South,,,,537.0,,,228.0,20250704015533,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd11304,jumet,VBD11304,230000.0,1163.0,0.0,To renovate,,,6.0,385.0,,,3.0,,,0.0,,,600.0,,,,,348.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/6061/montignies-sur-sambre/vwd14466,montignies-sur-sambre,VWD14466,120000.0,699.0,0.0,To be renovated,0.0,,1.0,104.0,,20.0,1.0,,Gas,0.0,North-east,,,,,,,467.0,20250717023628,"No, certificate does not comply",0.0,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd12743,roux,VBD12743,250000.0,,0.0,,0.0,,2.0,143.0,0.0,29.0,1.0,1.0,Gas,0.0,West,,600.0,,830.0,234.0,81 m,337.0,20240206026543,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbd12469,marcinelle,VBD12469,139000.0,461.0,0.0,Normal,0.0,Negotiable,2.0,139.0,0.0,,1.0,1.0,Gas,0.0,,,,,170.0,,,265.0,20250808003390,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/6044/roux/vbd11119,roux,VBD11119,349900.0,1011.0,0.0,Normal,0.0,,4.0,,0.0,,1.0,,Fuel oil,,,,400.0,,,,,365.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd12779,gosselies,VBD12779,165000.0,,0.0,To be renovated,0.0,Immediately,3.0,,,,1.0,,Not specified,,,,,,,,,642.0,20250812009235,,0.0,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbd12872,gosselies,VBD12872,110000.0,237.0,0.0,Normal,0.0,On contract,2.0,84.0,,,,1.0,Gas,,,,,,44.0,,,,,,0.0,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbd13050,marcinelle,VBD13050,175000.0,371.0,0.0,Normal,0.0,Negotiable,2.0,90.0,0.0,27.0,1.0,1.0,Electricity,0.0,,,,,239.0,,,715.0,20250725013032,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd13153,jumet,VBD13153,115000.0,,0.0,Normal,0.0,On contract,3.0,86.0,0.0,30.0,1.0,1.0,Gas,0.0,North,,,,74.0,,,283.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbd12844,lodelinsart,VBD12844,149000.0,416.0,0.0,Excellent,0.0,On contract,2.0,90.0,0.0,17.0,1.0,1.0,Gas,0.0,,,,,272.0,,,293.0,,"yes, certificate in accordance",0.0,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd13469,couillet,VBD13469,120000.0,,0.0,,0.0,,3.0,90.0,,11.0,,,Not specified,,,,140.0,,359.0,,,393.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd13516,montignies-sur-sambre,VBD13516,129900.0,,0.0,To renovate,1.0,,3.0,141.0,0.0,18.0,1.0,,Gas,,,,39.0,,,,,568.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd13823,jumet,VBD13823,290000.0,,0.0,Normal,0.0,,4.0,160.0,,,,,Gas,,,,,,522.0,99.0,50 m,127.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6020/dampremy/vbd14628,dampremy,VBD14628,289000.0,1120.0,0.0,Normal,0.0,On contract,3.0,227.0,0.0,30.0,1.0,2.0,Fuel oil,0.0,,,,,1003.0,,,194.0,20250817001278,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd14632,jumet,VBD14632,199000.0,327.0,0.0,Fully renovated,,On contract,4.0,120.0,0.0,15.0,1.0,,Gas,,,,,,195.0,,,181.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/6030/marchienne-au-pont/vbd13440,marchienne-au-pont,VBD13440,299999.0,,0.0,Normal,1.0,On contract,6.0,342.0,,,2.0,3.0,Gas,0.0,,,,,350.0,,,190.0,,,,,no flooding area,a demarcated riparian zone,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbc97734,montignies-sur-sambre,VBC97734,139900.0,446.0,0.0,To renovate,0.0,Immediately,3.0,143.0,0.0,,1.0,1.0,Gas,,,,,,,,,254.0,,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbd15050,couillet,VBD15050,210000.0,,0.0,Fully renovated,0.0,,2.0,189.0,,,,,,,,,,,189.0,,,423.0,20250729018772,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbd14690,montignies-sur-sambre,VBD14690,240000.0,718.0,0.0,,0.0,On contract,3.0,,,,,,,,,,,,,,,344.0,20250710001759,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbd16676,monceau-sur-sambre,VBD16676,145000.0,356.0,0.0,To renovate,,,3.0,147.0,0.0,14.0,1.0,1.0,,0.0,,,,,,,,305.0,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vbc91427,charleroi,VBC91427,325000.0,,0.0,Normal,,On contract,6.0,159.0,0.0,,6.0,,,0.0,South-west,,,,60.0,,12 m,,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc94598,marcinelle,VBC94598,140000.0,884.0,0.0,,0.0,On contract,4.0,,,,,,,,,,,,,,,399.0,20250410020344,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
