url,municipality_url,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,availability,number_of_bedrooms,livable_surface,furnished,surface_of_living_room,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,garden,surface_garden,terrace,total_land_surface,buildable_surface,ground_depth,specific_primary_energy_consumption,epc_peb_reference,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area,609af22983804603bea6649c89f568ac_pdf,property_type,build_year,total_surface,cellar,surface_of_the_cellar_s_,attic,wash_room,garage,number_of_parking_spaces_indoor_,kitchen_equipment,kitchen_type,surface_kitchen,type_of_glazing,alarm,fireplace,adaptations_for_elderlies,access_for_disabled,number_of_facades,number_of_parking_places_outdoor_,garden_orientation,sewer_connection,running_water,rain_water_tank,yearly_total_primary_energy_consumption,certification_gasoil_tank,building_permission_granted,g_score,p_score,water_sensitive_open_space_areas,the_property_and_or_its_surroundings_are_protected_,frontage_width,327d87d3989f41d8aa4d1a93f8e28b96_pdf,bf93099045124c7aac67041293f89dd4_pdf,b9ccbcc6a522446085f7b2eb40d1acbe_pdf,55900e2f20d8400d84006a1e784eb1ea_png,surface_bedroom_1,surface_bedroom_2,surface_bedroom_3,surface_bedroom_4,number_of_floors,terrain_width_at_the_roadside,gas,swimming_pool,certification_electrical_installation_validity,planning_permission_granted,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf,postal_code,municipality,number_of_garages,floor_of_appartment,surface_terrace,validity_date_epc_peb,certification_as_build_,air_conditioning,balcony,entry_phone,vat_applied_,solar_panels,floor_heating,level_e,level_k,number_of_showers,co2_emission
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu51725,sint-truiden,RBU51725,165000.0,446.0,0.0,To be renovated,,,3.0,112.0,,,1.0,,,,,,,,,,,,,,,,no flooding area,,,house,1930.0,,,,1.0,,,,,,,Double glass,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3806/velm/rbu52115,velm,RBU52115,350000.0,696.0,0.0,Excellent,,,3.0,182.0,,,1.0,,Gas,,,,,,,,,,,,,,,,,house,1967.0,,,,,1.0,1.0,,,,,Double glass,,,,,,,South,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu51724,sint-truiden,RBU51724,369000.0,902.0,0.0,,,,3.0,182.0,,,1.0,,Gas,,,,,,,,,,,,,,no flooding area,,,house,1964.0,,,,,,,,,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu55525,sint-truiden,RBU55525,275000.0,,0.0,,,On contract,2.0,182.0,,,1.0,,Gas,0.0,,,,,,,,,,,0.0,,no flooding area,,,house,1940.0,,,,1.0,,,,,,,Double glass,0.0,,,0.0,3.0,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu10055,sint-truiden,RBU10055,259000.0,478.0,0.0,,,Immediately,2.0,168.0,,,1.0,,,0.0,,,,,,,,,,,0.0,,no flooding area,,,house,1954.0,,,,,,1.0,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu52238,sint-truiden,RBU52238,229000.0,552.0,0.0,,,,3.0,136.0,,,1.0,,Fuel oil,,,,,,,,,,,,,,no flooding area,,,house,1964.0,,,,1.0,,1.0,,,,,Double glass,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu57057,sint-truiden,RBU57057,729000.0,2421.0,0.0,,,,5.0,340.0,,,2.0,,Gas,,,,,,,,,,,,,,,,,house,2011.0,,1.0,29.0,1.0,,1.0,,,,28.0,Double glass,1.0,,,,4.0,,South-west,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu58540,sint-truiden,RBU58540,299000.0,,0.0,,,On contract,4.0,186.0,,,1.0,,Fuel oil,0.0,,,,,,,,,,,0.0,,no flooding area,,,house,1958.0,,,,1.0,,1.0,,,,,Double glass,1.0,,,0.0,4.0,4.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu59288,sint-truiden,RBU59288,675000.0,1591.0,0.0,Excellent,,,5.0,309.0,,,2.0,,Fuel oil,,,,,,,,,,,,,,no flooding area,,,house,2004.0,,1.0,44.0,,,,,,,10.0,Double glass,,,,,4.0,,South-east,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu25887,sint-truiden,RBU25887,210000.0,,0.0,,,,,136.0,,,,,Gas,,,,,,,,,,,,,,no flooding area,,,house,1949.0,,,,1.0,,,,,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu52103,sint-truiden,RBU52103,409000.0,490.0,0.0,,,,3.0,177.0,,,1.0,,Gas,,,,,,,,,,,,,,no flooding area,,,house,1945.0,,,,1.0,,,,,,,Double glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/rbu44635,tournai,RBU44635,299000.0,654.0,0.0,To renovate,,,3.0,165.0,,21.0,1.0,1.0,Gas,0.0,,,,,2371.0,,,573.0,,"No, certificate does not comply",,,,,,house,,,,,1.0,,,,,,,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/rbu57839,tournai,RBU57839,269000.0,2089.0,0.0,Normal,1.0,,,125.0,,,1.0,2.0,Gas,0.0,,,,,110.0,,,245.0,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd29784,tournai,VBD29784,250000.0,1212.0,0.0,To be renovated,0.0,,4.0,262.0,,,,1.0,Fuel oil,,,,,,267.0,,,433.0,20250604014563,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7521/chercq/rbu44636,chercq,RBU44636,419000.0,1073.0,0.0,To be renovated,,,4.0,222.0,0.0,,2.0,2.0,Fuel oil,0.0,,,,,1412.0,,,246.0,,"No, certificate does not comply",,,no flooding area,,,house,,,,,,,1.0,,,,,,,,,,4.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd23271,tournai,VBD23271,,1244.0,0.0,,0.0,,2.0,155.0,0.0,,,,Not specified,0.0,,,,,,,,389.0,20250725006618,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7538/vezon/rbu23943,vezon,RBU23943,270000.0,,,New,0.0,,3.0,129.0,,,,,,,,,,,399.0,,,,,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd23604,tournai,VBD23604,259000.0,743.0,0.0,Normal,0.0,,3.0,160.0,0.0,15.0,1.0,2.0,Gas,0.0,,,,,195.0,,,413.0,,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbd24245,kain,VBD24245,150000.0,594.0,0.0,To be renovated,0.0,,3.0,140.0,0.0,,1.0,,,0.0,,,,,672.0,,,452.0,20250219035622,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7520/templeuve/vbc95475,templeuve,VBC95475,150000.0,334.0,0.0,Normal,0.0,,2.0,156.0,,,1.0,1.0,Fuel oil,,,,,,740.0,,,645.0,20250618017540,,,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7543/mourcourt/rbt90897,mourcourt,RBT90897,310000.0,,,New,0.0,,3.0,143.0,,,,,,,,,,,601.0,,,,,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7538/vezon/rbu23942,vezon,RBU23942,295000.0,,,New,0.0,,3.0,145.0,,,,,,,,,,,631.0,,,,,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7543/mourcourt/rbt90898,mourcourt,RBT90898,310000.0,,,New,0.0,,3.0,143.0,,,,,,,,,,,601.0,,,,,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbd02681,kain,VBD02681,650000.0,,0.0,Excellent,,,4.0,285.0,0.0,,2.0,3.0,Hot air,0.0,,,,,1280.0,,,81.0,,,,,no flooding area,,,house,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/rbt01665,tournai,RBT01665,520000.0,1980.0,0.0,Excellent,,,3.0,200.0,,,3.0,3.0,,,,,,,680.0,,,197.0,,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vbd30763,tournai,VBD30763,475000.0,,0.0,Normal,,,5.0,126.0,0.0,20.0,2.0,2.0,Gas,0.0,,,,,85.0,,,159.0,,,,,,,,house,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7522/blandain/vbd30353,blandain,VBD30353,350000.0,362.0,0.0,Fully renovated,,,3.0,220.0,0.0,32.0,1.0,2.0,Hot air,0.0,,,,,466.0,,,126.0,,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc22028,tournai,VBC22028,1750000.0,,0.0,,0.0,,5.0,600.0,0.0,,5.0,,Gas,1.0,,,,,41880.0,,,380.0,20231108024294,,,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7542/mont-saint-aubert/vaz87192,mont-saint-aubert,VAZ87192,695000.0,,0.0,To renovate,,,5.0,,0.0,,1.0,,,,,,,,64900.0,,,,,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vbb39777,tournai,VBB39777,750000.0,4812.0,0.0,,,,8.0,945.0,0.0,,3.0,3.0,,0.0,,,,,380.0,,,257.0,,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd30940,tournai,VBD30940,185000.0,,0.0,,0.0,,3.0,150.0,0.0,,1.0,,Gas,0.0,,,,,558.0,,,160.0,20250903031512,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7540/kain/vba93972,kain,VBA93972,750000.0,1219.0,0.0,Normal,,,2.0,,,,1.0,,Fuel oil,,,,,,4105.0,,,255.0,20240305022149,"yes, certificate in accordance",,,,,,house,,,,,1.0,,1.0,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbb56045,tournai,VBB56045,,,0.0,Fully renovated,0.0,,,220.0,,,2.0,1.0,Gas,,,,,,,,,233.0,20240110003710,,,,,,,house,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbb69152,kain,VBB69152,1145000.0,3485.0,0.0,Normal,,,6.0,820.0,,62.0,4.0,,Gas,,,,,,3917.0,,,362.0,,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vbb98078,tournai,VBB98078,329000.0,944.0,0.0,Excellent,,,4.0,218.0,0.0,,4.0,4.0,Fuel oil,0.0,,,,,130.0,,,327.0,,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7522/blandain/vba37946,blandain,VBA37946,1100000.0,,0.0,,0.0,,5.0,450.0,0.0,,4.0,,Fuel oil,0.0,,,,,2200.0,,,165.0,20130221002531,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7503/froyennes/vbc04117,froyennes,VBC04117,625000.0,,0.0,Excellent,,,4.0,223.0,0.0,81.0,3.0,,,0.0,,,,,1300.0,,,190.0,,"yes, certificate in accordance",,,,,,house,,,,,,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc08338,tournai,VBC08338,205000.0,644.0,0.0,Normal,1.0,,3.0,132.0,0.0,40.0,1.0,,Gas,0.0,,,,,161.0,,,450.0,,"yes, certificate in accordance",,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vwd11988,tournai,VWD11988,359000.0,1494.0,0.0,Normal,0.0,,4.0,143.0,,32.0,1.0,,Gas,0.0,,,,,188.0,,,177.0,20160701005041,"yes, certificate in accordance",,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7520/templeuve/rbs47054,templeuve,RBS47054,468000.0,878.0,0.0,,,,5.0,200.0,,,2.0,2.0,Gas,,,,,,712.0,,,107.0,,"yes, certificate in accordance",,,no flooding area,,,house,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc15296,tournai,VBC15296,750000.0,,0.0,,,,4.0,,0.0,,2.0,4.0,,1.0,,,,,,,,292.0,20180423017484,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7548/warchin/vbc25256,warchin,VBC25256,165000.0,,0.0,Normal,0.0,,,155.0,,,,,Gas,0.0,,,,,,,,335.0,20250120018491,,,,,,,house,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7522/blandain/vba94026,blandain,VBA94026,699000.0,1243.0,0.0,Normal,0.0,,3.0,270.0,0.0,70.0,2.0,,Not specified,0.0,,,,,4000.0,,,173.0,20240221005266,,,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc45826,tournai,VBC45826,260500.0,,,New,,,3.0,151.0,,32.0,1.0,2.0,,,,,,,374.0,,,,,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc46383,tournai,VBC46383,340000.0,,0.0,Fully renovated,0.0,,3.0,220.0,,,2.0,1.0,Gas,,,,,,,,,233.0,20240110003710,,,,,,,house,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc30925,tournai,VBC30925,169000.0,,0.0,Excellent,,,2.0,98.0,,,1.0,,,,,,,,,,,300.0,,,,,,,,house,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbc39097,kain,VBC39097,279000.0,743.0,0.0,,0.0,,3.0,163.0,,27.0,1.0,,,,,,,,,,,318.0,20250221012602,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/mixed-building/for-sale/7540/kain/vwd12650,kain,VWD12650,349000.0,1711.0,0.0,Normal,1.0,,3.0,209.0,,25.0,2.0,,Gas,0.0,,,,,200.0,,,232.0,20200910003037,"yes, certificate in accordance",,,,,,house,,,,,0.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbb98597,tournai,VBB98597,795000.0,,0.0,Normal,0.0,,3.0,389.0,0.0,,2.0,,Gas,1.0,South-west,,,,484.0,,,156.0,20240613022585,"yes, certificate in accordance",,,,,,house,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vba43389,tournai,VBA43389,,,0.0,,0.0,,7.0,500.0,0.0,,3.0,,Not specified,0.0,,,,,1893.0,902.0,,167.0,20221011032783,,,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vba97668,kain,VBA97668,250000.0,,0.0,To be renovated,0.0,,3.0,196.0,0.0,44.0,1.0,2.0,Not specified,0.0,North-west,,,,396.0,105.0,,,,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc69948,tournai,VBC69948,79000.0,396.0,0.0,To be renovated,,,4.0,90.0,0.0,22.0,1.0,1.0,Gas,0.0,,,,,,,,457.0,,"No, certificate does not comply",,,no flooding area,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7500/tournai/vbc60172,tournai,VBC60172,895000.0,,0.0,,0.0,,5.0,300.0,0.0,,2.0,,Electricity,0.0,South,,,,1275.0,,,147.0,20231003025115,,,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbc47326,tournai,VBC47326,199000.0,,0.0,Normal,0.0,,2.0,150.0,0.0,20.0,1.0,1.0,Gas,0.0,,,,,315.0,90.0,41 m,338.0,20241019005084,,,,no flooding area,,,house,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7506/willemeau/vbd31601,willemeau,VBD31601,115000.0,250.0,0.0,To renovate,1.0,,2.0,112.0,0.0,27.0,1.0,1.0,,0.0,,,,,210.0,,,470.0,,"No, certificate does not comply",,,,,,house,,,,,,,1.0,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7530/gaurain-ramecroix/vbc99383,gaurain-ramecroix,VBC99383,359000.0,930.0,0.0,Normal,0.0,,3.0,122.0,0.0,44.0,1.0,,Electricity,0.0,,,,,,,,248.0,20250701015426,,,,,,,house,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd32817,tournai,VBD32817,128000.0,,0.0,To be renovated,,,3.0,168.0,,,1.0,,,,,,,,361.0,,,317.0,,,,,,,,house,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbb90993,kain,VBB90993,145000.0,409.0,0.0,Normal,0.0,,2.0,106.0,0.0,17.0,1.0,1.0,Gas,0.0,North,,,,88.0,,,302.0,20240926008956,"yes, certificate in accordance",,,,,,house,,,,,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7500/tournai/vbd06239,tournai,VBD06239,990000.0,,0.0,Excellent,,,5.0,390.0,0.0,51.0,2.0,,Fuel oil,0.0,,,,,5280.0,,,166.0,,"No, certificate does not comply",,,,,,house,,,,,1.0,,1.0,,,,,,,,,,4.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7502/esplechin/vbd31140,esplechin,VBD31140,145000.0,,0.0,Fully renovated,0.0,,2.0,93.0,0.0,,1.0,1.0,Electricity,0.0,,,,,150.0,,,303.0,,"yes, certificate in accordance",,,,,,house,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7543/mourcourt/vbc89140,mourcourt,VBC89140,289000.0,557.0,0.0,Normal,,,3.0,207.0,0.0,58.0,1.0,1.0,,0.0,,,,,1041.0,,,292.0,,,,,,,,house,,,,,1.0,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbd33117,kain,VBD33117,140000.0,1122.0,0.0,To be renovated,0.0,,4.0,,0.0,,1.0,,,0.0,,,,,130.0,,,950.0,,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/7500/ere/vbd33115,ere,VBD33115,330000.0,1137.0,0.0,To be renovated,0.0,,4.0,228.0,0.0,,1.0,,Fuel oil,0.0,,,,,1055.0,,,362.0,20250925030042,"yes, certificate in accordance",,,,,,house,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd34067,tournai,VBD34067,310000.0,1184.0,0.0,,0.0,,3.0,260.0,0.0,,1.0,,Not specified,0.0,,,,,,,,343.0,20250909007776,,,,,,,house,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7520/templeuve/vbd13861,templeuve,VBD13861,995000.0,1613.0,0.0,Normal,0.0,,4.0,456.0,0.0,68.0,3.0,,Fuel oil,0.0,,,,,5232.0,,,190.0,20241118020960,,,,,,,house,,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7533/thimougies/vbd34190,thimougies,VBD34190,100000.0,,0.0,To be renovated,,,3.0,175.0,,,2.0,,,,,,,,,,,711.0,,,,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd31600,tournai,VBD31600,190000.0,552.0,0.0,Excellent,,,2.0,140.0,,30.0,1.0,1.0,Gas,0.0,,,,,100.0,,,382.0,,"No, certificate does not comply",,,,,,house,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
