url,municipality_url,property_id,price,vat,state_of_the_property,build_year,availability,number_of_bedrooms,surface_bedroom_1,surface_bedroom_2,surface_bedroom_3,surface_bedroom_4,livable_surface,furnished,surface_of_living_room,attic,kitchen_equipment,kitchen_type,surface_kitchen,number_of_bathrooms,number_of_toilets,type_of_heating,type_of_glazing,elevator,orientation_of_the_front_facade,number_of_facades,frontage_width,number_of_floors,number_of_parking_places_outdoor_,garden,terrace,total_land_surface,terrain_width_at_the_roadside,sewer_connection,gas,running_water,swimming_pool,specific_primary_energy_consumption,certification_electrical_installation,certification_electrical_installation_validity,building_permission_granted,planning_permission_granted,preemption_right,g_score,p_score,flooding_area_type,demarcated_flooding_area,water_sensitive_open_space_areas,aba_44025b030100m000_20250510243_pdf,vgi_uittreksel_2025_06_10_10_35_07z_pdf,vip_00529271_pdf,sbestattest_oude_heirbaan_125_9800_deinze_pdf,certificaat_20201112_0002338682_res_1_pdf
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbt79174,waregem,RBT79174,259000,0,To renovate,1938,On contract,4,17,13,13,11,157,0,35,1,Partially equipped,Kitchenette,25,1,1,Gas,Double glass,0,North,3,5 m,2,1,None,None,304,5 m,1,1,1,0,510,"yes, certificate in accordance",12/07/2010,1,0,0,A,A,no flooding area,None,0,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbp41033,beveren-leie,RBP41033,355000,None,New,None,Immediately,3,None,None,None,None,126,0,None,None,Fully equipped,None,None,1,2,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,1,1,None,5,"yes, certificate in accordance",None,1,1,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbk39617,beveren-leie,RBK39617,429000,0,New,None,Immediately,3,12,9,10,None,150,0,22,None,Fully equipped,None,17,1,2,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,0,1,None,None,"yes, certificate in accordance",None,1,1,0,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mansion/for-sale/8790/waregem/rbq20588,waregem,RBQ20588,480000,0,Excellent,None,Immediately,4,19,11,19,19,187,0,28,1,Fully equipped,None,12,2,3,None,Double glass,0,None,None,None,None,None,None,None,None,None,None,1,1,None,222,"yes, certificate in accordance",None,1,0,0,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbq82306,beveren-leie,RBQ82306,320000,None,Normal,None,Immediately,3,None,None,None,None,125,0,None,None,Fully equipped,None,None,1,2,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,0,1,None,10,"yes, certificate in accordance",None,1,1,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbq82294,beveren-leie,RBQ82294,325000,None,New,None,Immediately,3,None,None,None,None,126,0,None,None,Fully equipped,None,None,1,2,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,0,1,None,5,"yes, certificate in accordance",None,1,1,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbs12049,sint-eloois-vijve,RBS12049,269000,0,Normal,None,Immediately,4,14,7,15,13,198,0,22,1,Fully equipped,None,None,2,1,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,0,1,None,637,"No, certificate does not comply",None,0,0,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbs53819,waregem,RBS53819,None,0,Excellent,None,None,10,None,None,None,None,348,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,917,None,None,1,1,None,69,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbs43405,sint-eloois-vijve,RBS43405,425500,None,None,2024,None,3,None,None,None,None,144,None,None,None,Super equipped,None,None,1,2,None,Double glass,None,None,2,None,2,None,None,None,None,None,None,None,None,None,None,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbs23374,beveren-leie,RBS23374,359000,0,Normal,None,Immediately,5,None,None,None,None,210,0,None,1,Fully equipped,None,None,1,2,None,Double glass,0,None,None,None,None,1,None,None,None,None,None,1,1,None,253,"No, certificate does not comply",None,1,1,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/8791/beveren-leie/rwc39113,beveren-leie,RWC39113,346550,None,Excellent,2025,Negotiable,3,None,None,None,None,616,None,None,1,Super equipped,Western kitchen,None,1,None,Gas,Double glass,None,None,4,None,None,1,None,None,616,None,1,1,1,None,None,"yes, certificate in accordance",None,None,1,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbt44961,sint-eloois-vijve,RBT44961,375000,None,New,2025,None,3,None,None,None,None,150,0,None,None,None,None,None,1,2,Hot air,Double glass,0,None,3,None,2,None,None,None,276,None,1,None,1,0,28,"yes, certificate in accordance",None,1,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/8792/desselgem/rbt67940,desselgem,RBT67940,479000,0,Normal,1966,On contract,4,None,None,None,None,435,None,None,1,Fully equipped,Western kitchen,None,1,2,Not specified,Double glass,0,None,2,None,2,None,None,None,732,None,None,1,1,0,209,None,None,None,None,None,A,A,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/vbc64665,beveren-leie,VBC64665,275000,0,None,None,None,3,None,None,None,None,220,0,32,1,None,None,None,1,2,None,None,0,South-east,2,79 m,1,None,None,None,818,None,None,None,None,None,None,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbt76192,desselgem,RBT76192,295000,0,Normal,1938,On contract,2,None,None,None,None,120,None,None,None,None,Independent,None,1,1,Gas,Double glass,0,None,3,None,2,3,None,None,680,None,1,1,1,0,262,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rwc40268,waregem,RWC40268,329050,None,Excellent,2025,Negotiable,3,None,None,None,None,1,None,None,1,Super equipped,Western kitchen,None,1,None,Solar energy,Double glass,None,None,3,None,None,None,None,None,355,None,1,1,1,None,None,None,None,None,1,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbt79807,waregem,RBT79807,379000,0,Excellent,None,None,4,20,12,12,22,195,None,32,1,None,None,None,2,None,None,Double glass,None,None,3,6 m,None,None,None,None,562,17 m,None,1,1,0,185,"No, certificate does not comply",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/8790/waregem/rwc40074,waregem,RWC40074,356050,None,Excellent,2025,Negotiable,3,None,None,None,None,1,None,None,1,Super equipped,Western kitchen,None,1,None,Solar energy,Double glass,None,None,4,None,None,2,None,None,370,None,1,1,1,None,None,"yes, certificate in accordance",None,None,1,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu24402,waregem,RBU24402,595000,0,None,None,None,None,None,None,None,None,751,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1435,None,None,None,1,None,383,None,None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/8792/desselgem/rbu22693,desselgem,RBU22693,449000,0,Normal,1966,On contract,4,None,None,None,None,435,0,None,1,None,None,None,1,2,Gas,None,0,South-east,2,15 m,None,None,None,None,732,None,None,1,1,None,209,None,None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbi48412,waregem,RBI48412,386940,None,New,None,None,3,None,None,None,None,136,None,None,None,None,None,None,1,2,None,None,None,None,3,None,None,None,None,None,544,None,None,None,None,None,20,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/cottage/for-sale/8792/desselgem/vbd27943,desselgem,VBD27943,None,0,Excellent,1900,None,5,None,None,None,None,2500,0,None,1,Super equipped,None,None,5,None,Gas,Double glass,0,None,4,None,None,None,None,None,27546,None,1,1,1,0,119,"yes, certificate in accordance",None,1,0,0,A,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu33505,waregem,RBU33505,399500,0,Normal,1958,None,4,None,None,None,None,200,0,None,1,Super equipped,None,None,2,2,Gas,Double glass,0,None,2,None,2,None,None,None,281,None,None,1,1,0,169,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu32713,waregem,RBU32713,375000,0,Excellent,None,On contract,4,None,None,None,None,160,0,None,None,Fully equipped,Western kitchen,None,2,3,Gas,None,0,None,3,None,3,1,None,None,300,None,None,None,None,0,269,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu34558,waregem,RBU34558,375000,0,Excellent,None,On contract,4,None,None,None,None,160,0,None,None,Fully equipped,Western kitchen,None,2,3,Gas,None,0,None,3,None,3,1,None,None,300,None,None,None,None,0,269,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbu37466,beveren-leie,RBU37466,285000,0,To renovate,None,Immediately,3,18,15,10,None,217,0,None,1,Fully equipped,Western kitchen,None,1,2,Gas,Double glass,0,None,2,None,4,1,None,None,360,None,None,None,None,0,270,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/bungalow/for-sale/8793/sint-eloois-vijve/rbu40858,sint-eloois-vijve,RBU40858,375000,0,To renovate,1971,On contract,3,None,None,None,None,160,0,None,1,None,None,None,1,2,Fuel oil,Double glass,0,None,4,None,1,3,None,None,740,None,None,None,1,0,305,None,None,None,None,None,A,B,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/8792/desselgem/rbu47871,desselgem,RBU47871,595000,0,To demolish,None,None,5,None,None,None,None,200,None,None,None,Partially equipped,Kitchenette,None,1,2,None,Simple glass,0,None,4,None,3,None,None,None,1400,None,None,None,None,0,999,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/8792/desselgem/rbu48244,desselgem,RBU48244,449000,0,Normal,1966,On contract,4,None,None,None,None,435,None,None,1,Fully equipped,Western kitchen,None,1,2,Not specified,Double glass,0,None,2,None,2,None,None,None,732,None,None,1,1,0,209,None,None,None,None,None,A,A,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/8790/waregem/rbu39110,waregem,RBU39110,375000,0,To be renovated,1948,On contract,None,None,None,None,None,400,None,None,None,Partially equipped,Kitchenette,None,1,None,Fuel oil,None,0,None,3,None,1,3,None,None,647,None,None,None,None,0,None,None,None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/bungalow/for-sale/8790/waregem/rbu48395,waregem,RBU48395,465000,0,Normal,1980,None,4,15,10,9,13,192,0,43,1,None,None,None,1,1,Gas,Double glass,0,None,4,None,1,5,None,None,749,None,None,None,1,0,189,"yes, certificate in accordance",None,None,None,None,A,A,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbu39148,desselgem,RBU39148,475000,0,Normal,1992,Negotiable,3,None,None,None,None,485,0,None,1,None,None,None,1,3,Gas,None,0,East,2,None,None,None,None,None,339,None,None,1,1,None,None,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/cottage/for-sale/8792/desselgem/rbu50604,desselgem,RBU50604,2500000,0,Excellent,2004,None,5,None,None,None,None,2500,None,None,None,None,None,None,5,8,Gas,Double glass,0,None,4,None,3,None,None,None,27546,None,1,1,1,0,119,"yes, certificate in accordance",None,1,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/8792/desselgem/rbu51048,desselgem,RBU51048,150000,None,New,2023,None,None,None,None,None,None,46,None,None,None,None,Independent,None,None,1,None,Double glass,0,None,2,None,1,None,None,None,46,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/master-house/for-sale/8793/sint-eloois-vijve/rbu50602,sint-eloois-vijve,RBU50602,799500,0,Normal,1904,On contract,4,None,None,None,None,500,None,None,1,Super equipped,None,None,1,4,Hot air,None,0,None,3,None,4,20,None,None,742,None,None,1,1,0,512,None,None,None,None,None,A,A,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu48396,waregem,RBU48396,485000,0,To be renovated,None,On contract,4,None,None,None,None,200,None,None,1,Partially equipped,Kitchenette,None,1,2,Fuel oil,Double glass,0,None,4,35 m,2,4,None,None,1137,None,None,None,None,0,658,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu51654,waregem,RBU51654,548000,None,New,2025,Immediately,3,None,None,None,None,200,0,None,None,Super equipped,None,None,1,2,Hot air,Double glass,0,None,3,None,2,3,None,None,409,None,1,None,1,0,None,"yes, certificate in accordance",None,1,1,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbu56124,beveren-leie,RBU56124,499500,0,Excellent,2001,On contract,2,None,None,None,None,334,None,None,None,Super equipped,None,None,1,2,Gas,Double glass,0,None,3,None,2,None,None,None,325,None,None,None,None,0,170,None,None,1,0,0,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbu56126,sint-eloois-vijve,RBU56126,249500,0,Normal,1918,None,4,None,None,None,None,200,0,None,1,None,None,None,1,2,Fuel oil,Double glass,0,None,3,None,2,None,None,None,500,None,None,None,None,0,637,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/8790/waregem/rbu42342,waregem,RBU42342,349000,0,None,1952,On contract,None,None,None,None,None,None,None,None,None,None,None,None,None,2,Gas,Double glass,0,None,4,None,2,None,None,None,369,14 m,None,None,None,None,447,None,None,None,None,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbs94986,waregem,RBS94986,530000,0,Excellent,1980,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15 m,None,1,None,None,360,15 m,None,None,1,None,543,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8791/beveren-leie/rbu60859,beveren-leie,RBU60859,325000,0,Normal,1972,Immediately,3,None,None,None,None,180,0,None,1,Super equipped,None,None,1,2,Gas,Double glass,0,None,3,None,2,None,None,None,715,None,None,1,1,0,357,None,None,None,None,None,A,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/master-house/for-sale/8790/waregem/rbu58927,waregem,RBU58927,245000,0,To be renovated,1979,On contract,3,None,None,None,None,185,0,None,1,None,None,None,1,2,None,Double glass,0,None,3,None,3,None,None,None,400,None,1,1,1,0,890,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8793/sint-eloois-vijve/rbu60205,sint-eloois-vijve,RBU60205,351500,None,New,None,None,3,None,None,None,None,168,0,None,1,Fully equipped,Western kitchen,None,1,2,None,Double glass,0,None,3,None,2,1,None,None,180,None,1,1,1,0,None,"yes, certificate in accordance",None,1,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu59337,waregem,RBU59337,299000,0,None,1957,None,5,None,None,None,None,224,None,None,1,None,None,None,1,2,Gas,Double glass,0,South,3,8 m,3,1,None,None,184,8 m,None,None,None,None,294,None,None,None,None,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu60865,waregem,RBU60865,295000,0,To be renovated,1962,On contract,3,11,14,14,None,150,0,23,1,None,None,19,2,2,Hot air,Double glass,0,None,4,9 m,2,2,None,None,626,9 m,None,None,1,0,756,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu62403,waregem,RBU62403,None,0,Normal,1994,Immediately,3,None,None,None,None,600,1,None,1,Super equipped,None,None,3,4,Gas,Double glass,1,None,4,None,1,4,None,None,1617,None,None,None,None,1,192,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbu62544,desselgem,RBU62544,379000,0,Normal,2008,None,3,15,14,14,None,144,0,37,1,Fully equipped,Western kitchen,15,1,2,None,Double glass,0,North-east,3,11 m,None,3,None,None,470,11 m,1,1,1,0,125,"yes, certificate in accordance",None,1,0,0,A,A,no flooding area,None,0,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/8790/waregem/rbu63000,waregem,RBU63000,449000,0,None,2010,Immediately,3,None,None,None,None,160,None,None,None,None,None,None,1,2,Gas,Double glass,0,North,4,10 m,2,4,None,None,380,20 m,None,None,None,None,120,None,None,None,None,0,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu64244,waregem,RBU64244,548000,None,New,2025,Immediately,3,None,None,None,None,200,0,None,None,Super equipped,None,None,1,2,Hot air,Double glass,0,None,3,None,2,3,None,None,409,None,1,None,1,0,None,"yes, certificate in accordance",None,1,1,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbu64864,desselgem,RBU64864,249000,0,Normal,1962,Immediately,3,None,None,None,None,150,0,None,None,Super equipped,None,None,1,2,None,Double glass,0,None,2,None,2,None,None,None,227,None,None,None,1,0,456,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/7700/mouscron/vbd47296,mouscron,VBD47296,275000,0,Normal,None,None,3,None,None,None,None,83,0,28,None,None,None,None,1,1,Gas,None,0,South,4,None,1,6,None,None,536,None,None,1,1,None,205,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47297,mouscron,VBD47297,160000,0,To be renovated,None,None,3,None,None,None,None,127,0,30,1,None,None,None,1,1,None,None,0,North-east,2,5 m,None,None,None,None,375,None,None,1,1,None,701,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbd47306,dottignies,VBD47306,278000,0,None,None,None,4,None,None,None,None,133,0,None,1,None,None,None,1,2,Gas,None,0,None,3,None,None,None,None,None,140,None,None,None,None,None,207,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47305,mouscron,VBD47305,179000,0,None,None,None,2,None,None,None,None,128,0,None,1,None,None,None,None,1,None,None,0,None,2,None,None,None,None,None,128,None,None,None,None,None,419,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/7700/mouscron/vbd47316,mouscron,VBD47316,229000,0,To be renovated,None,On contract,4,None,None,None,None,399,0,None,None,None,None,None,1,None,None,None,None,None,2,None,None,None,None,None,265,None,None,None,None,None,442,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/7700/mouscron/vbd18897,mouscron,VBD18897,395000,0,Excellent,2010,None,5,13,11,11,11,216,0,None,None,Fully equipped,Western kitchen,None,2,2,Gas,Double glass,1,None,3,None,None,1,None,None,540,None,1,1,1,0,150,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbd44278,dottignies,VBD44278,389000,0,To be renovated,None,Negotiable,4,None,None,None,None,175,0,30,1,None,None,None,1,1,Gas,None,0,None,4,None,None,3,None,None,1086,None,None,1,1,1,252,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbd35327,luingne,VBD35327,363000,0,To renovate,None,On contract,4,17,12,11,10,173,0,39,1,Fully equipped,Western kitchen,24,1,1,Electricity,Double glass,0,None,4,None,None,3,None,None,997,None,None,None,None,0,542,None,None,0,0,0,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbd05048,luingne,VBD05048,179900,0,To be renovated,1970,None,None,None,None,None,None,126,None,None,None,None,None,None,None,None,Gas,None,0,None,None,None,None,1,None,None,280,None,None,None,None,None,348,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd44568,mouscron,VBD44568,655000,0,Excellent,2011,On contract,4,18,13,13,12,359,0,50,1,Fully equipped,Western kitchen,14,2,3,None,Double glass,0,None,3,None,None,1,None,None,471,None,1,1,1,0,74,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc60984,mouscron,VBC60984,399000,0,None,None,None,3,None,None,None,None,176,0,None,None,None,None,None,2,None,None,None,0,None,None,None,None,None,None,None,1145,None,None,None,None,1,233,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbc78919,dottignies,VBC78919,379000,0,None,None,None,4,17,14,15,18,None,None,42,1,Fully equipped,None,15,2,None,None,Double glass,None,None,4,None,None,None,None,None,776,None,None,1,1,0,288,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbc50513,herseaux,VBC50513,119000,0,To be renovated,None,On contract,2,10,13,12,None,115,0,33,1,Partially equipped,Kitchenette,10,1,1,Gas,Double glass,0,None,2,None,None,None,None,None,158,None,None,None,None,0,267,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/7711/dottignies/vbc67536,dottignies,VBC67536,520000,0,None,None,None,4,None,None,None,None,319,0,None,None,None,None,None,1,None,Not specified,None,0,None,None,None,None,None,None,None,1407,None,None,None,None,None,407,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbc65078,dottignies,VBC65078,725000,0,Normal,2002,None,5,None,None,None,None,286,0,None,None,Super equipped,None,None,2,None,Gas,None,0,None,4,None,1,4,None,None,1632,None,None,None,None,1,None,None,None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc85664,mouscron,VBC85664,145000,0,To be renovated,None,None,3,None,None,None,None,140,0,32,1,None,None,None,1,1,Gas,None,0,North-east,2,None,None,None,None,None,260,None,None,1,1,None,411,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/mixed-building/for-sale/7712/herseaux/vbc08588,herseaux,VBC08588,280000,0,Fully renovated,None,On contract,3,14,11,10,None,217,0,45,None,Fully equipped,Western kitchen,None,2,None,Electricity,Double glass,0,None,3,None,None,None,None,None,191,None,1,1,1,0,229,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbc95687,herseaux,VBC95687,139000,0,Normal,None,None,2,None,None,None,None,133,0,26,1,None,None,None,1,1,None,None,0,None,None,None,None,None,None,None,102,None,None,1,1,None,386,"No, certificate does not comply",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc99839,mouscron,VBC99839,339000,0,Normal,1950,None,3,None,None,None,None,135,0,50,1,None,None,None,1,2,Gas,None,0,South-west,4,11 m,None,3,None,None,740,None,None,1,1,None,332,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd01292,mouscron,VBD01292,169000,0,To renovate,1931,On contract,3,17,11,9,None,172,0,16,1,Partially equipped,Kitchenette,25,1,1,Gas,Double glass,0,None,2,None,None,None,None,None,148,None,1,1,1,0,348,"No, certificate does not comply",07/04/2025,0,0,0,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/7711/dottignies/vba88410,dottignies,VBA88410,495000,0,None,None,None,3,None,None,None,None,208,0,65,None,None,None,None,1,None,Not specified,None,0,None,None,None,None,6,None,None,1700,None,None,None,None,None,105,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc01447,mouscron,VBC01447,625000,0,Normal,1984,None,4,None,None,None,None,261,0,64,None,Super equipped,None,None,2,3,Gas,None,0,North-east,4,None,1,None,None,None,980,None,None,1,1,None,235,"yes, certificate in accordance",None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc80449,mouscron,VBC80449,269000,0,None,None,None,4,None,None,None,None,265,0,None,None,None,None,None,1,None,None,None,0,None,None,None,None,None,None,None,301,None,None,None,None,None,531,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbc84941,mouscron,VBC84941,250000,0,To renovate,1930,On contract,4,15,15,13,18,205,None,None,1,Fully equipped,Western kitchen,None,1,1,Gas,Double glass,0,None,2,None,2,None,None,None,None,None,None,None,None,0,402,"No, certificate does not comply",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbb32192,herseaux,VBB32192,595000,0,Normal,None,None,6,None,None,None,None,566,0,80,None,None,None,None,4,None,Gas,None,0,None,None,None,None,None,None,None,781,None,None,None,None,None,45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
https://immovlan.be/en/detail/master-house/for-sale/7700/mouscron/vbb71717,mouscron,VBB71717,765000,0,None,None,None,6,None,None,None,None,392,0,None,None,None,None,None,None,None,Not specified,None,0,None,None,None,2,2,None,None,969,None,None,None,None,None,257,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/residence/for-sale/7711/dottignies/vbb03512,dottignies,VBB03512,785000,0,Normal,None,None,4,None,None,None,None,412,0,85,None,Super equipped,None,None,1,2,Not specified,None,0,South,4,None,1,4,None,None,1700,None,None,None,None,None,164,"yes, certificate in accordance",None,None,None,None,None,None,no flooding area,None,None,None,None,None,None,None
https://immovlan.be/en/detail/villa/for-sale/7711/dottignies/vbc31207,dottignies,VBC31207,428000,0,None,1976,None,4,None,None,None,None,195,0,None,None,None,None,None,2,None,Gas,None,0,None,4,None,1,None,None,None,795,None,None,None,None,None,222,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
