url,postal_code,municipality,property_id,price,cadastral_income,monthly_rental_income,vat,state_of_the_property,build_year,availability,number_of_bedrooms,surface_bedroom_1,surface_bedroom_2,surface_bedroom_3,surface_bedroom_4,livable_surface,total_surface,surface_of_living_room,cellar,surface_of_the_cellar_s_,attic,attic_surface,veranda,wash_room,bike_storage,garage,number_of_parking_spaces_indoor_,surface_of_the_garage,motorized_garage_door,electric_charging_station,kitchen_equipment,kitchen_type,surface_kitchen,water_softener,number_of_bathrooms,surface_of_the_bathroom_s_,low_energy_house,solar_panels,type_of_heating,floor_heating,heat_pump,type_of_glazing,bi_hourly_counter,air_conditioning,domotica,entry_phone,alarm,security_door,elevator,hammam_sauna_jacuzzi,fireplace,orientation_of_the_front_facade,number_of_facades,number_of_parking_places_outdoor_,garden,garden_orientation,terrace,total_land_surface,sewer_connection,gas,running_water,rain_water_tank,swimming_pool,specific_primary_energy_consumption,yearly_total_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,certification_electrical_installation_validity,certification_gasoil_tank,building_permission_granted,planning_permission_granted,preemption_right,description_of_urbanism_infraction,certification_as_build_,flooding_area_type,demarcated_flooding_area,water_sensitive_open_space_areas,the_property_and_or_its_surroundings_are_protected_
https://immovlan.be/en/detail/villa/for-sale/7180/seneffe/vwd15538,7180,seneffe,VWD15538,410 000 €,1 295 €,458 €,No,Normal,1966,Negotiable,4,20 m²,21 m²,18 m²,9 m²,175 m²,346 m²,47 m²,Yes,62 m²,Yes,30 m²,No,Yes,No,Yes,2,44 m²,No,No,Partially equipped,Independent,10 m²,No,2,5 m²,No,No,Fuel oil,No,No,Double glass,No,No,No,Yes,Yes,No,No,No,No,North-west,4,4,Yes,South-east,Yes,2667 m²,Yes,No,Yes,Yes,No,223 kWh/m²/year,77067 kWh/year,20251022003880,22/10/2035,"No, certificate does not comply",22/12/2036,Not applicable,Yes,Yes,No,en ordre,No,no flooding area,(information not available),No,No
