living_area,locality,price,property_id,property_type,rooms,subtype,url
179 m²,Project: BegijnHof,363 000 € - 405 000 €,24431,,Residence 3 Bedrooms,,https://immovlan.be/en/projectdetail/24431-p-vk0101-tfjkrblr
