url,postal_code,municipality,property_id,price,vat,currently_leased,availability,number_of_bedrooms,furnished,attic,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,number_of_floors,garden,terrace,specific_primary_energy_consumption,certification_electrical_installation,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64806,9041,oostakker,RBU64806,421 147 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64807,9041,oostakker,RBU64807,449 657 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64808,9041,oostakker,RBU64808,448 485 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64809,9041,oostakker,RBU64809,402 975 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64810,9041,oostakker,RBU64810,468 923 €,,No,,4,,,,,,,,,,2,,,Yes,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64811,9041,oostakker,RBU64811,466 331 €,,No,,4,,,,,,,,,,2,,,Yes,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64812,9041,oostakker,RBU64812,468 923 €,,No,,4,,,,,,,,,,2,,,Yes,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64813,9041,oostakker,RBU64813,403 136 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64814,9041,oostakker,RBU64814,403 136 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64815,9041,oostakker,RBU64815,403 136 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64816,9041,oostakker,RBU64816,447 745 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64817,9041,oostakker,RBU64817,417 452 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64818,9041,oostakker,RBU64818,416 705 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64819,9041,oostakker,RBU64819,416 705 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64820,9041,oostakker,RBU64820,416 705 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64821,9041,oostakker,RBU64821,416 705 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64822,9041,oostakker,RBU64822,433 044 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64824,9041,oostakker,RBU64824,463 750 €,,No,,4,,,,,,,,,,2,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64825,9041,oostakker,RBU64825,397 964 €,,No,,3,,,,,,,,,,2,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64826,9041,oostakker,RBU64826,397 964 €,,No,,3,,,,,,,,,,2,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64827,9041,oostakker,RBU64827,429 448 €,,No,,3,,,,,,,,,,3,,Yes,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64828,9041,oostakker,RBU64828,505 872 €,,No,,4,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64829,9041,oostakker,RBU64829,413 716 €,,No,,3,,,,,,,,,,2,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9041/oostakker/rbu64830,9041,oostakker,RBU64830,439 142 €,,No,,3,,,,,,,,,,3,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8670/sint-idesbald/rbu64831,8670,sint-idesbald,RBU64831,850 000 €,No,No,,3,Yes,,Yes,1,2,,,,,,,Yes,Yes,180 kWh/m²/year,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/9990/maldegem/rbu64832,9990,maldegem,RBU64832,795 000 €,No,No,,4,,,Yes,1,2,2,,,,4,,Yes,,,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbu64834,2310,rijkevorsel,RBU64834,428 000 €,No,No,On contract,4,,,,,1,2,Gas,No,East,2,,,Yes,0 kWh/m²/year,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8904/zuidschote/rbu64837,8904,zuidschote,RBU64837,199 000 €,No,No,Immediately,4,,,Yes,1,11,,Gas,No,South-west,2,2,,,466 kWh/m²/year,,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbu64838,8470,gistel,RBU64838,259 000 €,No,No,On contract,4,,,Yes,1,1,2,Gas,No,,2,,,,516 kWh/m²/year,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu64840,3650,dilsen-stokkem,RBU64840,265 000 €,No,No,,3,,,,,1,2,Gas,No,West,3,,,,270 kWh/m²/year,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu64841,3580,beringen,RBU64841,398 000 €,No,,On contract,5,No,Yes,,,1,2,,No,,4,,,Yes,55 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3560/lummen/rbu64842,3560,lummen,RBU64842,449 000 €,No,No,On contract,4,,,Yes,1,1,2,Electricity,No,South-east,2,4,,Yes,211 kWh/m²/year,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3582/koersel/rbu64843,3582,koersel,RBU64843,249 000 €,No,No,On contract,3,,,Yes,1,1,1,Fuel oil,No,North-west,2,2,,,826 kWh/m²/year,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7530/gaurain-ramecroix/vbd48438,7530,gaurain-ramecroix,VBD48438,325 000 €,No,No,,3,No,,,,1,2,Fuel oil,No,North-east,3,,,,423 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48440,2870,puurs,VBD48440,591 000 €,,,,3,,,Yes,1,1,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2870/puurs/vbd48441,2870,puurs,VBD48441,745 849 €,,,,4,,,,,2,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9230/massemen/vbd48443,9230,massemen,VBD48443,630 926 €,,,,3,,,Yes,1,1,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9230/massemen/vbd48444,9230,massemen,VBD48444,642 611 €,,,,3,,,Yes,1,2,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu64844,3700,tongeren,RBU64844,235 000 €,No,No,On contract,4,,,,,2,2,Gas,No,,2,,,,685 kWh/m²/year,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbu64856,8870,izegem,RBU64856,175 000 €,No,,,2,,Yes,,,1,,Gas,,,2,,,Yes,478 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1731/relegem/rbu64858,1731,relegem,RBU64858,420 000 €,No,No,On contract,3,No,Yes,,,1,2,,No,North,2,3,,Yes,260 kWh/m²/year,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbu64859,9308,gijzegem,RBU64859,410 000 €,No,,,4,,Yes,Yes,,1,,Hot air,,,3,,Yes,,202 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbu64860,9300,aalst,RBU64860,410 000 €,No,,,4,,Yes,Yes,,1,,Hot air,,,3,,Yes,,202 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2310/rijkevorsel/rbu64862,2310,rijkevorsel,RBU64862,375 000 €,No,Yes,,3,No,,Yes,1,1,1,,,East,3,1,Yes,Yes,218 kWh/m²/year,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd48462,4100,seraing,VBD48462,285 000 €,No,,On contract,4,No,,,,1,2,Gas,No,,2,2,Yes,Yes,161 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4683/vivegnis/vbd48463,4683,vivegnis,VBD48463,65 000 €,No,,,4,,,Yes,1,2,,Gas,No,,3,2,Yes,Yes,520 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/vbd48471,1640,sint-genesius-rode,VBD48471,2 500 000 €,,,Immediately,5,,,Yes,2,5,5,Gas,No,,4,2,,Yes,248 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbd48472,4000,liege,VBD48472,299 000 €,No,,,,,,,,,,,,,2,,,,398 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9240/zele/rbu64863,9240,zele,RBU64863,459 000 €,No,,,3,,Yes,Yes,1,1,2,Hot air,,,2,,Yes,Yes,7 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8792/desselgem/rbu64864,8792,desselgem,RBU64864,249 000 €,No,,Immediately,3,No,,,,1,2,,No,,2,2,Yes,Yes,456 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/cottage/for-sale/8620/nieuwpoort/rbu64865,8620,nieuwpoort,RBU64865,,No,Yes,On contract,20,Yes,Yes,,,10,12,Gas,No,,4,3,Yes,Yes,350 kWh/m²/year,,Agricultural areas with beautiful scenery,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9600/ronse/rbu64868,9600,ronse,RBU64868,299 500 €,No,Yes,On contract,4,No,Yes,,,1,2,Gas,No,,3,2,Yes,Yes,288 kWh/m²/year,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu64869,9800,deinze,RBU64869,431 115 €,,No,,4,No,Yes,Yes,1,2,2,Gas,No,,3,3,Yes,Yes,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/luingne/rbu64870,7700,luingne,RBU64870,120 000 €,No,Yes,On contract,2,No,Yes,,,1,1,,No,,2,1,,Yes,451 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8540/deerlijk/rbu64871,8540,deerlijk,RBU64871,379 000 €,No,Yes,,3,No,Yes,Yes,1,1,2,Gas,No,,3,,Yes,Yes,86 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4140/sprimont/vbd48478,4140,sprimont,VBD48478,530 000 €,No,,On contract,6,Yes,,,,3,,Fuel oil,,,3,,,Yes,384 kWh/m²/year,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd48482,1180,ukkel,VBD48482,785 000 €,No,No,On contract,3,No,,Yes,1,2,2,Gas,No,,2,2,,Yes,152 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1495/sart-dames-avelines/vbd48487,1495,sart-dames-avelines,VBD48487,280 000 €,No,,,4,No,Yes,,,1,1,Not specified,,,3,,Yes,,402 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9100/sint-niklaas/rbu64877,9100,sint-niklaas,RBU64877,289 000 €,No,,,3,No,,,,1,,Gas,No,,,,,,195 kWh/m²/year,Not applicable,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6680/sainte-ode/vbd48492,6680,sainte-ode,VBD48492,299 000 €,No,No,Immediately,3,No,,,,1,1,Fuel oil,No,,4,2,Yes,Yes,210 kWh/m²/year,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6887/herbeumont/vbd48493,6887,herbeumont,VBD48493,449 000 €,No,No,On contract,3,No,,,,2,2,Hot air,No,East,4,2,Yes,Yes,67 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64894,9810,nazareth,RBU64894,352 776 €,,No,,3,No,,Yes,1,1,2,Hot air,No,East,2,3,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64895,9810,nazareth,RBU64895,347 551 €,,No,,3,No,,Yes,1,1,2,Hot air,No,East,2,3,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64896,9810,nazareth,RBU64896,353 109 €,,No,,3,No,,Yes,1,1,2,Hot air,No,East,2,3,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8550/zwevegem/rbt29418,8550,zwevegem,RBT29418,500 000 €,No,No,Negotiable,3,No,,Yes,1,1,2,Not specified,No,,3,3,Yes,Yes,41 kWh/m²/year,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9070/heusden/rbu64386,9070,heusden,RBU64386,289 000 €,No,No,,2,No,Yes,Yes,1,1,1,Gas,No,South-west,3,,Yes,Yes,333 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5660/frasnes/vbd48182,5660,frasnes,VBD48182,125 000 €,No,No,Negotiable,4,,Yes,,,,,,,,,,Yes,No,507 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd48086,1420,braine-l-alleud,VBD48086,645 000 €,No,No,On contract,6,No,,,,2,3,Gas,No,North-east,3,4,Yes,Yes,213 kWh/m²/year,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2400/mol/rbu64336,2400,mol,RBU64336,179 000 €,No,No,On contract,2,,,Yes,1,1,1,Gas,No,South,2,,Yes,Yes,,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1640/sint-genesius-rode/vbd47994,1640,sint-genesius-rode,VBD47994,895 000 €,No,No,,4,,,Yes,,2,2,,No,South-west,4,,Yes,Yes,340 kWh/m²/year,,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5310/eghezee/vbd47972,5310,eghezee,VBD47972,390 000 €,No,No,On contract,2,No,Yes,,,2,3,Gas,No,South,2,2,Yes,Yes,177 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8800/roeselare/rbu64262,8800,roeselare,RBU64262,249 500 €,No,Yes,,3,No,Yes,,,1,2,Gas,No,North-east,2,,Yes,Yes,232 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbd47932,4100,seraing,VBD47932,350 000 €,No,No,,5,No,,Yes,1,3,2,Gas,No,,2,,Yes,Yes,243 kWh/m²/year,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2930/brasschaat/vbd47873,2930,brasschaat,VBD47873,1 126 849 €,,,,4,,,,,2,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9420/erpe/vbd47874,9420,erpe,VBD47874,434 942 €,,,,3,,,,,1,2,,,,3,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9770/kruishoutem/vbd47875,9770,kruishoutem,VBD47875,454 397 €,,,,4,,,,,1,2,,,,4,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9200/appels/rbu64229,9200,appels,RBU64229,399 000 €,No,,,3,,No,Yes,,2,,Hot air,No,South-east,,,Yes,No,80 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu64230,3090,overijse,RBU64230,745 000 €,No,,,3,,Yes,Yes,1,1,,Gas,No,North-west,,1,Yes,Yes,202 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47876,4500,huy,VBD47876,275 000 €,No,,,4,No,No,,,2,,Not specified,No,North,,3,Yes,Yes,230 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2170/merksem/rbu64233,2170,merksem,RBU64233,428 000 €,No,,Negotiable,2,,No,Yes,1,2,,Gas,No,South-east,,,Yes,No,206 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/4750/butgenbach/vbd47882,4750,butgenbach,VBD47882,750 000 €,No,No,On contract,17,Yes,Yes,Yes,2,14,17,Fuel oil,,South,4,,Yes,Yes,295 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2950/kapellen/rbu64236,2950,kapellen,RBU64236,399 000 €,No,No,On contract,3,No,,Yes,1,,,Gas,No,South-west,,,Yes,Yes,247 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7911/hacquegnies/vbd47883,7911,hacquegnies,VBD47883,595 000 €,No,No,,6,No,Yes,Yes,1,2,,Fuel oil,No,,4,,Yes,Yes,176 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/master-house/for-sale/7520/templeuve/vbd47884,7520,templeuve,VBD47884,695 000 €,No,No,,6,No,,Yes,2,3,2,Fuel oil,No,,4,,Yes,Yes,324 kWh/m²/year,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4500/huy/vbd47895,4500,huy,VBD47895,189 500 €,No,No,On contract,3,No,,,,2,3,Gas,No,North,2,2,No,Yes,308 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd47897,4000,liege,VBD47897,279 000 €,No,No,Immediately,2,,,Yes,1,1,,Fuel oil,,,2,,Yes,Yes,276 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd47899,1180,ukkel,VBD47899,499 000 €,No,No,,3,No,,,,1,1,Gas,No,North-east,2,2,Yes,Yes,340 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9190/stekene/rbu64238,9190,stekene,RBU64238,695 000 €,No,No,Negotiable,5,No,,Yes,1,1,2,,No,South-west,4,,Yes,Yes,590 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4950/waimes/vbd47914,4950,waimes,VBD47914,370 000 €,No,No,On contract,4,No,,Yes,,,2,Fuel oil,No,South,4,2,Yes,Yes,538 kWh/m²/year,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/6761/latour/vbd47917,6761,latour,VBD47917,380 000 €,No,No,Negotiable,5,No,,Yes,2,2,2,Fuel oil,No,,4,,Yes,Yes,493 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbd47918,7340,wasmes,VBD47918,30 000 €,No,No,On contract,1,No,,,,,,Not specified,No,North,2,,Yes,No,,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd47919,7500,tournai,VBD47919,160 000 €,No,No,,2,No,,Yes,2,1,2,Gas,No,South,,,No,Yes,290 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3680/neeroeteren/rbu64241,3680,neeroeteren,RBU64241,295 000 €,No,No,Negotiable,3,No,,Yes,1,1,2,Gas,No,,4,,Yes,No,461 kWh/m²/year,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd47933,7700,mouscron,VBD47933,310 000 €,No,No,,3,No,,Yes,1,,1,Gas,No,South-west,4,,Yes,Yes,400 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8970/poperinge/rbu64242,8970,poperinge,RBU64242,159 000 €,No,No,On contract,3,No,Yes,Yes,1,1,1,,No,North-east,3,,Yes,Yes,867 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4577/modave/vbd47936,4577,modave,VBD47936,299 000 €,,,,3,,Yes,,,1,,Hot air,,,2,,Yes,Yes,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3600/genk/rbu64243,3600,genk,RBU64243,365 000 €,No,No,On contract,3,No,,Yes,1,,,Gas,No,,,,Yes,Yes,317 kWh/m²/year,Not applicable,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/cottage/for-sale/7950/huissignies/vbd47937,7950,huissignies,VBD47937,230 000 €,No,No,,2,No,,Yes,2,1,1,Fuel oil,No,North-west,4,,Yes,No,620 kWh/m²/year,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8790/waregem/rbu64244,8790,waregem,RBU64244,548 000 €,,No,Immediately,3,No,,Yes,,1,2,Hot air,No,,3,2,Yes,Yes,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd47941,7500,tournai,VBD47941,499 000 €,No,No,,,No,,Yes,1,,3,Gas,No,,4,1,No,No,,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1745/opwijk/rwc41166,1745,opwijk,RWC41166,450 000 €,No,,,4,,,Yes,,1,,Gas,,,3,,Yes,Yes,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd47945,6044,roux,VBD47945,125 000 €,No,No,,2,No,Yes,,,,1,Gas,No,,2,2,Yes,Yes,474 kWh/m²/year,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1320/tourinnes-la-grosse/vbd47946,1320,tourinnes-la-grosse,VBD47946,245 000 €,No,No,On contract,1,No,Yes,Yes,1,1,1,Fuel oil,No,East,3,,Yes,Yes,640 kWh/m²/year,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/9880/aalter/rbu64247,9880,aalter,RBU64247,425 000 €,No,No,,4,No,,,,2,1,Fuel oil,No,South,4,,Yes,No,536 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7860/lessines/rbu64253,7860,lessines,RBU64253,110 000 €,No,No,Immediately,2,No,Yes,,,1,1,Gas,No,,2,3,Yes,No,525 kWh/m²/year,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu64254,9620,zottegem,RBU64254,275 000 €,No,No,,2,No,,Yes,,1,2,Fuel oil,No,South,4,2,Yes,Yes,391 kWh/m²/year,Not applicable,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu64255,1502,lembeek,RBU64255,399 000 €,No,No,Immediately,4,No,Yes,,,2,1,Wood,No,,,,Yes,No,339 kWh/m²/year,"No, certificate does not comply","Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3050/oud-heverlee/rbu64257,3050,oud-heverlee,RBU64257,446 000 €,No,No,On contract,3,No,,,,1,,Gas,No,,3,,Yes,No,352 kWh/m²/year,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7063/chaussee-notre-dame-louvignies/vwd15561,7063,chaussee-notre-dame-louvignies,VWD15561,850 000 €,No,No,On contract,8,,Yes,Yes,,3,,Gas,,,4,,Yes,Yes,211 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64258,3130,begijnendijk,RBU64258,479 500 €,,No,On contract,3,No,,,,2,2,,No,South-west,3,,Yes,Yes,9 kWh/m²/year,"yes, certificate in accordance",Extended area of residence,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3130/begijnendijk/rbu64259,3130,begijnendijk,RBU64259,649 500 €,No,No,On contract,4,No,,,,1,2,,No,South-west,4,2,Yes,Yes,,"yes, certificate in accordance",Extended area of residence,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8780/oostrozebeke/rbu64260,8780,oostrozebeke,RBU64260,349 000 €,No,No,,3,No,Yes,,,2,2,Gas,No,,3,,No,Yes,79 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8870/izegem/rbu64263,8870,izegem,RBU64263,329 000 €,No,Yes,,3,No,Yes,Yes,1,1,2,Gas,No,West,3,,Yes,Yes,243 kWh/m²/year,"yes, certificate in accordance",,no flooding area,(information not available)
